id,source,target,type,description
REL_ACC_1374,PERSON_ACCUSED_1374,FIR_787,ACCUSED_IN,Accused in FIR 787
REL_ACC_1375,PERSON_ACCUSED_1375,FIR_788,ACCUSED_IN,Accused in FIR 788
REL_ACC_1376,PERSON_ACCUSED_1376,FIR_789,ACCUSED_IN,Accused in FIR 789
REL_ACC_1377,PERSON_ACCUSED_1377,FIR_789,ACCUSED_IN,Accused in FIR 789
REL_ACC_1378,PERSON_ACCUSED_1378,FIR_790,ACCUSED_IN,Accused in FIR 790
REL_ACC_1379,PERSON_ACCUSED_1379,FIR_790,ACCUSED_IN,Accused in FIR 790
REL_ACC_1380,PERSON_ACCUSED_1380,FIR_791,ACCUSED_IN,Accused in FIR 791
REL_ACC_1381,PERSON_ACCUSED_1381,FIR_791,ACCUSED_IN,Accused in FIR 791
REL_ACC_1382,PERSON_ACCUSED_1382,FIR_791,ACCUSED_IN,Accused in FIR 791
REL_ACC_1383,PERSON_ACCUSED_1383,FIR_791,ACCUSED_IN,Accused in FIR 791
REL_ACC_1384,PERSON_ACCUSED_1384,FIR_791,ACCUSED_IN,Accused in FIR 791
REL_ACC_1385,PERSON_ACCUSED_1385,FIR_791,ACCUSED_IN,Accused in FIR 791
REL_ACC_1386,PERSON_ACCUSED_1386,FIR_792,ACCUSED_IN,Accused in FIR 792
REL_ACC_1387,PERSON_ACCUSED_1387,FIR_793,ACCUSED_IN,Accused in FIR 793
REL_ACC_1388,PERSON_ACCUSED_1388,FIR_793,ACCUSED_IN,Accused in FIR 793
REL_ACC_1389,PERSON_ACCUSED_1389,FIR_793,ACCUSED_IN,Accused in FIR 793
REL_ACC_1390,PERSON_ACCUSED_1390,FIR_794,ACCUSED_IN,Accused in FIR 794
REL_ACC_1391,PERSON_ACCUSED_1391,FIR_795,ACCUSED_IN,Accused in FIR 795
REL_ACC_1392,PERSON_ACCUSED_1392,FIR_795,ACCUSED_IN,Accused in FIR 795
REL_ACC_1393,PERSON_ACCUSED_404,FIR_796,ACCUSED_IN,Accused in FIR 796
REL_ACC_1394,PERSON_ACCUSED_1394,FIR_796,ACCUSED_IN,Accused in FIR 796
REL_ACC_1395,PERSON_ACCUSED_1395,FIR_797,ACCUSED_IN,Accused in FIR 797
REL_ACC_1396,PERSON_ACCUSED_1396,FIR_798,ACCUSED_IN,Accused in FIR 798
REL_ACC_1397,PERSON_ACCUSED_1397,FIR_798,ACCUSED_IN,Accused in FIR 798
REL_ACC_1398,PERSON_ACCUSED_1398,FIR_799,ACCUSED_IN,Accused in FIR 799
REL_ACC_1399,PERSON_ACCUSED_811,FIR_800,ACCUSED_IN,Accused in FIR 800
REL_ACC_1400,PERSON_ACCUSED_1400,FIR_800,ACCUSED_IN,Accused in FIR 800
REL_ACC_1401,PERSON_ACCUSED_1401,FIR_801,ACCUSED_IN,Accused in FIR 801
REL_ACC_1402,PERSON_ACCUSED_1402,FIR_801,ACCUSED_IN,Accused in FIR 801
REL_ACC_1403,PERSON_ACCUSED_1403,FIR_801,ACCUSED_IN,Accused in FIR 801
REL_ACC_1404,PERSON_ACCUSED_1404,FIR_801,ACCUSED_IN,Accused in FIR 801
REL_ACC_1405,PERSON_ACCUSED_1405,FIR_802,ACCUSED_IN,Accused in FIR 802
REL_ACC_1406,PERSON_ACCUSED_1406,FIR_803,ACCUSED_IN,Accused in FIR 803
REL_ACC_1407,PERSON_ACCUSED_1407,FIR_803,ACCUSED_IN,Accused in FIR 803
REL_ACC_1408,PERSON_ACCUSED_1408,FIR_803,ACCUSED_IN,Accused in FIR 803
REL_ACC_1409,PERSON_ACCUSED_1409,FIR_804,ACCUSED_IN,Accused in FIR 804
REL_ACC_1410,PERSON_ACCUSED_1410,FIR_804,ACCUSED_IN,Accused in FIR 804
REL_ACC_1411,PERSON_ACCUSED_1411,FIR_804,ACCUSED_IN,Accused in FIR 804
REL_ACC_1412,PERSON_ACCUSED_1412,FIR_804,ACCUSED_IN,Accused in FIR 804
REL_ACC_1413,PERSON_ACCUSED_1413,FIR_804,ACCUSED_IN,Accused in FIR 804
REL_ACC_1414,PERSON_ACCUSED_1414,FIR_804,ACCUSED_IN,Accused in FIR 804
REL_ACC_1415,PERSON_ACCUSED_1415,FIR_804,ACCUSED_IN,Accused in FIR 804
REL_ACC_1416,PERSON_ACCUSED_1416,FIR_805,ACCUSED_IN,Accused in FIR 805
REL_ACC_1417,PERSON_ACCUSED_1417,FIR_805,ACCUSED_IN,Accused in FIR 805
REL_ACC_1418,PERSON_ACCUSED_1418,FIR_806,ACCUSED_IN,Accused in FIR 806
REL_ACC_1419,PERSON_ACCUSED_1419,FIR_807,ACCUSED_IN,Accused in FIR 807
REL_ACC_1420,PERSON_ACCUSED_1420,FIR_807,ACCUSED_IN,Accused in FIR 807
REL_ACC_1421,PERSON_ACCUSED_1421,FIR_808,ACCUSED_IN,Accused in FIR 808
REL_ACC_1422,PERSON_ACCUSED_1422,FIR_808,ACCUSED_IN,Accused in FIR 808
REL_ACC_1423,PERSON_ACCUSED_1423,FIR_809,ACCUSED_IN,Accused in FIR 809
REL_ACC_1424,PERSON_ACCUSED_1424,FIR_809,ACCUSED_IN,Accused in FIR 809
REL_ACC_1425,PERSON_ACCUSED_1425,FIR_810,ACCUSED_IN,Accused in FIR 810
REL_ACC_1426,PERSON_ACCUSED_1426,FIR_811,ACCUSED_IN,Accused in FIR 811
REL_ACC_1427,PERSON_ACCUSED_1427,FIR_811,ACCUSED_IN,Accused in FIR 811
REL_ACC_1428,PERSON_ACCUSED_1428,FIR_811,ACCUSED_IN,Accused in FIR 811
REL_ACC_1429,PERSON_ACCUSED_1429,FIR_812,ACCUSED_IN,Accused in FIR 812
REL_ACC_1430,PERSON_ACCUSED_1430,FIR_813,ACCUSED_IN,Accused in FIR 813
REL_ACC_1431,PERSON_ACCUSED_1431,FIR_814,ACCUSED_IN,Accused in FIR 814
REL_ACC_1432,PERSON_ACCUSED_1432,FIR_814,ACCUSED_IN,Accused in FIR 814
REL_ACC_1433,PERSON_ACCUSED_1433,FIR_814,ACCUSED_IN,Accused in FIR 814
REL_ACC_1434,PERSON_ACCUSED_1434,FIR_815,ACCUSED_IN,Accused in FIR 815
REL_ACC_1435,PERSON_ACCUSED_1435,FIR_815,ACCUSED_IN,Accused in FIR 815
REL_ACC_1436,PERSON_ACCUSED_1436,FIR_816,ACCUSED_IN,Accused in FIR 816
REL_ACC_1437,PERSON_ACCUSED_1437,FIR_817,ACCUSED_IN,Accused in FIR 817
REL_ACC_1438,PERSON_ACCUSED_1438,FIR_818,ACCUSED_IN,Accused in FIR 818
REL_ACC_1439,PERSON_ACCUSED_1439,FIR_818,ACCUSED_IN,Accused in FIR 818
REL_ACC_1440,PERSON_ACCUSED_1440,FIR_819,ACCUSED_IN,Accused in FIR 819
REL_ACC_1441,PERSON_ACCUSED_1441,FIR_820,ACCUSED_IN,Accused in FIR 820
REL_ACC_1442,PERSON_ACCUSED_1442,FIR_820,ACCUSED_IN,Accused in FIR 820
REL_ACC_1443,PERSON_ACCUSED_1443,FIR_821,ACCUSED_IN,Accused in FIR 821
REL_ACC_1444,PERSON_ACCUSED_1444,FIR_822,ACCUSED_IN,Accused in FIR 822
REL_ACC_1445,PERSON_ACCUSED_1445,FIR_823,ACCUSED_IN,Accused in FIR 823
REL_ACC_1446,PERSON_ACCUSED_1446,FIR_824,ACCUSED_IN,Accused in FIR 824
REL_ACC_1447,PERSON_ACCUSED_1447,FIR_825,ACCUSED_IN,Accused in FIR 825
REL_ACC_1448,PERSON_ACCUSED_1448,FIR_825,ACCUSED_IN,Accused in FIR 825
REL_ACC_1449,PERSON_ACCUSED_1449,FIR_826,ACCUSED_IN,Accused in FIR 826
REL_ACC_1450,PERSON_ACCUSED_1450,FIR_826,ACCUSED_IN,Accused in FIR 826
REL_ACC_1451,PERSON_ACCUSED_1451,FIR_827,ACCUSED_IN,Accused in FIR 827
REL_ACC_1452,PERSON_ACCUSED_1452,FIR_828,ACCUSED_IN,Accused in FIR 828
REL_ACC_1453,PERSON_ACCUSED_1453,FIR_829,ACCUSED_IN,Accused in FIR 829
REL_ACC_1454,PERSON_ACCUSED_1454,FIR_830,ACCUSED_IN,Accused in FIR 830
REL_ACC_1455,PERSON_ACCUSED_1455,FIR_831,ACCUSED_IN,Accused in FIR 831
REL_ACC_1456,PERSON_ACCUSED_1456,FIR_832,ACCUSED_IN,Accused in FIR 832
REL_ACC_1457,PERSON_ACCUSED_1457,FIR_832,ACCUSED_IN,Accused in FIR 832
REL_ACC_1458,PERSON_ACCUSED_1458,FIR_832,ACCUSED_IN,Accused in FIR 832
REL_ACC_1459,PERSON_ACCUSED_1459,FIR_833,ACCUSED_IN,Accused in FIR 833
REL_ACC_1460,PERSON_ACCUSED_1460,FIR_834,ACCUSED_IN,Accused in FIR 834
REL_ACC_1461,PERSON_ACCUSED_1461,FIR_835,ACCUSED_IN,Accused in FIR 835
REL_ACC_1462,PERSON_ACCUSED_1462,FIR_836,ACCUSED_IN,Accused in FIR 836
REL_ACC_1463,PERSON_ACCUSED_1463,FIR_836,ACCUSED_IN,Accused in FIR 836
REL_ACC_1464,PERSON_ACCUSED_1464,FIR_837,ACCUSED_IN,Accused in FIR 837
REL_ACC_1465,PERSON_ACCUSED_1465,FIR_838,ACCUSED_IN,Accused in FIR 838
REL_ACC_1466,PERSON_ACCUSED_1466,FIR_839,ACCUSED_IN,Accused in FIR 839
REL_ACC_1467,PERSON_ACCUSED_1467,FIR_839,ACCUSED_IN,Accused in FIR 839
REL_ACC_1468,PERSON_ACCUSED_1468,FIR_840,ACCUSED_IN,Accused in FIR 840
REL_ACC_1469,PERSON_ACCUSED_1469,FIR_841,ACCUSED_IN,Accused in FIR 841
REL_ACC_1470,PERSON_ACCUSED_1470,FIR_842,ACCUSED_IN,Accused in FIR 842
REL_ACC_1471,PERSON_ACCUSED_501,FIR_843,ACCUSED_IN,Accused in FIR 843
REL_ACC_1472,PERSON_ACCUSED_1472,FIR_843,ACCUSED_IN,Accused in FIR 843
REL_ACC_1473,PERSON_ACCUSED_1473,FIR_844,ACCUSED_IN,Accused in FIR 844
REL_ACC_1474,PERSON_ACCUSED_1474,FIR_845,ACCUSED_IN,Accused in FIR 845
REL_ACC_1475,PERSON_ACCUSED_1475,FIR_845,ACCUSED_IN,Accused in FIR 845
REL_ACC_1476,PERSON_ACCUSED_1476,FIR_845,ACCUSED_IN,Accused in FIR 845
REL_ACC_1477,PERSON_ACCUSED_1477,FIR_846,ACCUSED_IN,Accused in FIR 846
REL_ACC_1478,PERSON_ACCUSED_1478,FIR_846,ACCUSED_IN,Accused in FIR 846
REL_ACC_1479,PERSON_ACCUSED_1479,FIR_847,ACCUSED_IN,Accused in FIR 847
REL_ACC_1480,PERSON_ACCUSED_1480,FIR_847,ACCUSED_IN,Accused in FIR 847
REL_ACC_1481,PERSON_ACCUSED_1481,FIR_847,ACCUSED_IN,Accused in FIR 847
REL_ACC_1482,PERSON_ACCUSED_1482,FIR_848,ACCUSED_IN,Accused in FIR 848
REL_ACC_1483,PERSON_ACCUSED_1483,FIR_849,ACCUSED_IN,Accused in FIR 849
REL_ACC_1484,PERSON_ACCUSED_7,FIR_850,ACCUSED_IN,Accused in FIR 850
REL_ACC_1485,PERSON_ACCUSED_1485,FIR_850,ACCUSED_IN,Accused in FIR 850
REL_ACC_1486,PERSON_ACCUSED_1486,FIR_851,ACCUSED_IN,Accused in FIR 851
REL_ACC_1487,PERSON_ACCUSED_1487,FIR_851,ACCUSED_IN,Accused in FIR 851
REL_ACC_1488,PERSON_ACCUSED_1488,FIR_852,ACCUSED_IN,Accused in FIR 852
REL_ACC_1489,PERSON_ACCUSED_1489,FIR_852,ACCUSED_IN,Accused in FIR 852
REL_ACC_1490,PERSON_ACCUSED_1490,FIR_852,ACCUSED_IN,Accused in FIR 852
REL_ACC_1491,PERSON_ACCUSED_1491,FIR_852,ACCUSED_IN,Accused in FIR 852
REL_ACC_1492,PERSON_ACCUSED_1492,FIR_852,ACCUSED_IN,Accused in FIR 852
REL_ACC_1493,PERSON_ACCUSED_1493,FIR_852,ACCUSED_IN,Accused in FIR 852
REL_ACC_1494,PERSON_ACCUSED_1494,FIR_852,ACCUSED_IN,Accused in FIR 852
REL_ACC_1495,PERSON_ACCUSED_1495,FIR_853,ACCUSED_IN,Accused in FIR 853
REL_ACC_1496,PERSON_ACCUSED_1496,FIR_853,ACCUSED_IN,Accused in FIR 853
REL_ACC_1497,PERSON_ACCUSED_1497,FIR_854,ACCUSED_IN,Accused in FIR 854
REL_ACC_1498,PERSON_ACCUSED_1498,FIR_855,ACCUSED_IN,Accused in FIR 855
REL_ACC_1499,PERSON_ACCUSED_1499,FIR_856,ACCUSED_IN,Accused in FIR 856
REL_ACC_1500,PERSON_ACCUSED_1500,FIR_856,ACCUSED_IN,Accused in FIR 856
REL_COMP_1,PERSON_COMP_1,FIR_1,COMPLAINANT_OF,Complainant for FIR 1
REL_COMP_2,PERSON_COMP_2,FIR_2,COMPLAINANT_OF,Complainant for FIR 2
REL_COMP_3,PERSON_COMP_3,FIR_3,COMPLAINANT_OF,Complainant for FIR 3
REL_COMP_4,PERSON_COMP_4,FIR_4,COMPLAINANT_OF,Complainant for FIR 4
REL_COMP_5,PERSON_COMP_5,FIR_5,COMPLAINANT_OF,Complainant for FIR 5
REL_COMP_6,PERSON_COMP_6,FIR_6,COMPLAINANT_OF,Complainant for FIR 6
REL_COMP_7,PERSON_COMP_7,FIR_7,COMPLAINANT_OF,Complainant for FIR 7
REL_COMP_8,PERSON_COMP_8,FIR_8,COMPLAINANT_OF,Complainant for FIR 8
REL_COMP_9,PERSON_COMP_9,FIR_9,COMPLAINANT_OF,Complainant for FIR 9
REL_COMP_10,PERSON_COMP_10,FIR_10,COMPLAINANT_OF,Complainant for FIR 10
REL_COMP_11,PERSON_COMP_11,FIR_11,COMPLAINANT_OF,Complainant for FIR 11
REL_COMP_12,PERSON_COMP_12,FIR_12,COMPLAINANT_OF,Complainant for FIR 12
REL_COMP_13,PERSON_COMP_13,FIR_13,COMPLAINANT_OF,Complainant for FIR 13
REL_COMP_14,PERSON_COMP_14,FIR_14,COMPLAINANT_OF,Complainant for FIR 14
REL_COMP_15,PERSON_COMP_15,FIR_15,COMPLAINANT_OF,Complainant for FIR 15
REL_COMP_16,PERSON_COMP_16,FIR_16,COMPLAINANT_OF,Complainant for FIR 16
REL_COMP_17,PERSON_COMP_17,FIR_17,COMPLAINANT_OF,Complainant for FIR 17
REL_COMP_18,PERSON_COMP_18,FIR_18,COMPLAINANT_OF,Complainant for FIR 18
REL_COMP_19,PERSON_COMP_19,FIR_19,COMPLAINANT_OF,Complainant for FIR 19
REL_COMP_20,PERSON_COMP_20,FIR_20,COMPLAINANT_OF,Complainant for FIR 20
REL_COMP_21,PERSON_COMP_21,FIR_21,COMPLAINANT_OF,Complainant for FIR 21
REL_COMP_22,PERSON_COMP_22,FIR_22,COMPLAINANT_OF,Complainant for FIR 22
REL_COMP_23,PERSON_COMP_23,FIR_23,COMPLAINANT_OF,Complainant for FIR 23
REL_COMP_24,PERSON_COMP_24,FIR_24,COMPLAINANT_OF,Complainant for FIR 24
REL_COMP_25,PERSON_COMP_25,FIR_25,COMPLAINANT_OF,Complainant for FIR 25
REL_COMP_26,PERSON_COMP_26,FIR_26,COMPLAINANT_OF,Complainant for FIR 26
REL_COMP_27,PERSON_COMP_27,FIR_27,COMPLAINANT_OF,Complainant for FIR 27
REL_COMP_28,PERSON_COMP_28,FIR_28,COMPLAINANT_OF,Complainant for FIR 28
REL_COMP_29,PERSON_COMP_29,FIR_29,COMPLAINANT_OF,Complainant for FIR 29
REL_COMP_30,PERSON_COMP_30,FIR_30,COMPLAINANT_OF,Complainant for FIR 30
REL_COMP_31,PERSON_COMP_31,FIR_31,COMPLAINANT_OF,Complainant for FIR 31
REL_COMP_32,PERSON_COMP_32,FIR_32,COMPLAINANT_OF,Complainant for FIR 32
REL_COMP_33,PERSON_COMP_33,FIR_33,COMPLAINANT_OF,Complainant for FIR 33
REL_COMP_34,PERSON_COMP_34,FIR_34,COMPLAINANT_OF,Complainant for FIR 34
REL_COMP_35,PERSON_COMP_35,FIR_35,COMPLAINANT_OF,Complainant for FIR 35
REL_COMP_36,PERSON_COMP_36,FIR_36,COMPLAINANT_OF,Complainant for FIR 36
REL_COMP_37,PERSON_COMP_37,FIR_37,COMPLAINANT_OF,Complainant for FIR 37
REL_COMP_38,PERSON_COMP_38,FIR_38,COMPLAINANT_OF,Complainant for FIR 38
REL_COMP_39,PERSON_COMP_39,FIR_39,COMPLAINANT_OF,Complainant for FIR 39
REL_COMP_40,PERSON_COMP_40,FIR_40,COMPLAINANT_OF,Complainant for FIR 40
REL_COMP_41,PERSON_COMP_41,FIR_41,COMPLAINANT_OF,Complainant for FIR 41
REL_COMP_42,PERSON_COMP_42,FIR_42,COMPLAINANT_OF,Complainant for FIR 42
REL_COMP_43,PERSON_COMP_43,FIR_43,COMPLAINANT_OF,Complainant for FIR 43
REL_COMP_44,PERSON_COMP_44,FIR_44,COMPLAINANT_OF,Complainant for FIR 44
REL_COMP_45,PERSON_COMP_45,FIR_45,COMPLAINANT_OF,Complainant for FIR 45
REL_COMP_46,PERSON_COMP_46,FIR_46,COMPLAINANT_OF,Complainant for FIR 46
REL_COMP_47,PERSON_COMP_47,FIR_47,COMPLAINANT_OF,Complainant for FIR 47
REL_COMP_48,PERSON_COMP_48,FIR_48,COMPLAINANT_OF,Complainant for FIR 48
REL_COMP_49,PERSON_COMP_49,FIR_49,COMPLAINANT_OF,Complainant for FIR 49
REL_COMP_50,PERSON_COMP_50,FIR_50,COMPLAINANT_OF,Complainant for FIR 50
REL_COMP_51,PERSON_COMP_51,FIR_51,COMPLAINANT_OF,Complainant for FIR 51
REL_COMP_52,PERSON_COMP_52,FIR_52,COMPLAINANT_OF,Complainant for FIR 52
REL_COMP_53,PERSON_COMP_53,FIR_53,COMPLAINANT_OF,Complainant for FIR 53
REL_COMP_54,PERSON_COMP_54,FIR_54,COMPLAINANT_OF,Complainant for FIR 54
REL_COMP_55,PERSON_COMP_55,FIR_55,COMPLAINANT_OF,Complainant for FIR 55
REL_COMP_56,PERSON_COMP_56,FIR_56,COMPLAINANT_OF,Complainant for FIR 56
REL_COMP_57,PERSON_COMP_57,FIR_57,COMPLAINANT_OF,Complainant for FIR 57
REL_COMP_58,PERSON_COMP_58,FIR_58,COMPLAINANT_OF,Complainant for FIR 58
REL_COMP_59,PERSON_COMP_59,FIR_59,COMPLAINANT_OF,Complainant for FIR 59
REL_COMP_60,PERSON_COMP_60,FIR_60,COMPLAINANT_OF,Complainant for FIR 60
REL_COMP_61,PERSON_COMP_61,FIR_61,COMPLAINANT_OF,Complainant for FIR 61
REL_COMP_62,PERSON_COMP_62,FIR_62,COMPLAINANT_OF,Complainant for FIR 62
REL_COMP_63,PERSON_COMP_63,FIR_63,COMPLAINANT_OF,Complainant for FIR 63
REL_COMP_64,PERSON_COMP_64,FIR_64,COMPLAINANT_OF,Complainant for FIR 64
REL_COMP_65,PERSON_COMP_65,FIR_65,COMPLAINANT_OF,Complainant for FIR 65
REL_COMP_66,PERSON_COMP_66,FIR_66,COMPLAINANT_OF,Complainant for FIR 66
REL_COMP_67,PERSON_COMP_67,FIR_67,COMPLAINANT_OF,Complainant for FIR 67
REL_COMP_68,PERSON_COMP_68,FIR_68,COMPLAINANT_OF,Complainant for FIR 68
REL_COMP_69,PERSON_COMP_69,FIR_69,COMPLAINANT_OF,Complainant for FIR 69
REL_COMP_70,PERSON_COMP_70,FIR_70,COMPLAINANT_OF,Complainant for FIR 70
REL_COMP_71,PERSON_COMP_71,FIR_71,COMPLAINANT_OF,Complainant for FIR 71
REL_COMP_72,PERSON_COMP_72,FIR_72,COMPLAINANT_OF,Complainant for FIR 72
REL_COMP_73,PERSON_COMP_73,FIR_73,COMPLAINANT_OF,Complainant for FIR 73
REL_COMP_74,PERSON_COMP_74,FIR_74,COMPLAINANT_OF,Complainant for FIR 74
REL_COMP_75,PERSON_COMP_75,FIR_75,COMPLAINANT_OF,Complainant for FIR 75
REL_COMP_76,PERSON_COMP_76,FIR_76,COMPLAINANT_OF,Complainant for FIR 76
REL_COMP_77,PERSON_COMP_77,FIR_77,COMPLAINANT_OF,Complainant for FIR 77
REL_COMP_78,PERSON_COMP_78,FIR_78,COMPLAINANT_OF,Complainant for FIR 78
REL_COMP_79,PERSON_COMP_79,FIR_79,COMPLAINANT_OF,Complainant for FIR 79
REL_COMP_80,PERSON_COMP_80,FIR_80,COMPLAINANT_OF,Complainant for FIR 80
REL_COMP_81,PERSON_COMP_81,FIR_81,COMPLAINANT_OF,Complainant for FIR 81
REL_COMP_82,PERSON_COMP_82,FIR_82,COMPLAINANT_OF,Complainant for FIR 82
REL_COMP_83,PERSON_COMP_83,FIR_83,COMPLAINANT_OF,Complainant for FIR 83
REL_COMP_84,PERSON_COMP_84,FIR_84,COMPLAINANT_OF,Complainant for FIR 84
REL_COMP_85,PERSON_COMP_85,FIR_85,COMPLAINANT_OF,Complainant for FIR 85
REL_COMP_86,PERSON_COMP_86,FIR_86,COMPLAINANT_OF,Complainant for FIR 86
REL_COMP_87,PERSON_COMP_87,FIR_87,COMPLAINANT_OF,Complainant for FIR 87
REL_COMP_88,PERSON_COMP_88,FIR_88,COMPLAINANT_OF,Complainant for FIR 88
REL_COMP_89,PERSON_COMP_89,FIR_89,COMPLAINANT_OF,Complainant for FIR 89
REL_COMP_90,PERSON_COMP_90,FIR_90,COMPLAINANT_OF,Complainant for FIR 90
REL_COMP_91,PERSON_COMP_91,FIR_91,COMPLAINANT_OF,Complainant for FIR 91
REL_COMP_92,PERSON_COMP_92,FIR_92,COMPLAINANT_OF,Complainant for FIR 92
REL_COMP_93,PERSON_COMP_93,FIR_93,COMPLAINANT_OF,Complainant for FIR 93
REL_COMP_94,PERSON_COMP_94,FIR_94,COMPLAINANT_OF,Complainant for FIR 94
REL_COMP_95,PERSON_COMP_95,FIR_95,COMPLAINANT_OF,Complainant for FIR 95
REL_COMP_96,PERSON_COMP_96,FIR_96,COMPLAINANT_OF,Complainant for FIR 96
REL_COMP_97,PERSON_COMP_97,FIR_97,COMPLAINANT_OF,Complainant for FIR 97
REL_COMP_98,PERSON_COMP_98,FIR_98,COMPLAINANT_OF,Complainant for FIR 98
REL_COMP_99,PERSON_COMP_99,FIR_99,COMPLAINANT_OF,Complainant for FIR 99
REL_COMP_100,PERSON_COMP_100,FIR_100,COMPLAINANT_OF,Complainant for FIR 100
REL_COMP_101,PERSON_COMP_101,FIR_101,COMPLAINANT_OF,Complainant for FIR 101
REL_COMP_102,PERSON_COMP_102,FIR_102,COMPLAINANT_OF,Complainant for FIR 102
REL_COMP_103,PERSON_COMP_103,FIR_103,COMPLAINANT_OF,Complainant for FIR 103
REL_COMP_104,PERSON_COMP_104,FIR_104,COMPLAINANT_OF,Complainant for FIR 104
REL_COMP_105,PERSON_COMP_105,FIR_105,COMPLAINANT_OF,Complainant for FIR 105
REL_COMP_106,PERSON_COMP_106,FIR_106,COMPLAINANT_OF,Complainant for FIR 106
REL_COMP_107,PERSON_COMP_107,FIR_107,COMPLAINANT_OF,Complainant for FIR 107
REL_COMP_108,PERSON_COMP_108,FIR_108,COMPLAINANT_OF,Complainant for FIR 108
REL_COMP_109,PERSON_COMP_109,FIR_109,COMPLAINANT_OF,Complainant for FIR 109
REL_COMP_110,PERSON_COMP_110,FIR_110,COMPLAINANT_OF,Complainant for FIR 110
REL_COMP_111,PERSON_COMP_111,FIR_111,COMPLAINANT_OF,Complainant for FIR 111
REL_COMP_112,PERSON_COMP_112,FIR_112,COMPLAINANT_OF,Complainant for FIR 112
REL_COMP_113,PERSON_COMP_113,FIR_113,COMPLAINANT_OF,Complainant for FIR 113
REL_COMP_114,PERSON_COMP_114,FIR_114,COMPLAINANT_OF,Complainant for FIR 114
REL_COMP_115,PERSON_COMP_115,FIR_115,COMPLAINANT_OF,Complainant for FIR 115
REL_COMP_116,PERSON_COMP_116,FIR_116,COMPLAINANT_OF,Complainant for FIR 116
REL_COMP_117,PERSON_COMP_117,FIR_117,COMPLAINANT_OF,Complainant for FIR 117
REL_COMP_118,PERSON_COMP_118,FIR_118,COMPLAINANT_OF,Complainant for FIR 118
REL_COMP_119,PERSON_COMP_119,FIR_119,COMPLAINANT_OF,Complainant for FIR 119
REL_COMP_120,PERSON_COMP_120,FIR_120,COMPLAINANT_OF,Complainant for FIR 120
REL_COMP_121,PERSON_COMP_121,FIR_121,COMPLAINANT_OF,Complainant for FIR 121
REL_COMP_122,PERSON_COMP_122,FIR_122,COMPLAINANT_OF,Complainant for FIR 122
REL_COMP_123,PERSON_COMP_123,FIR_123,COMPLAINANT_OF,Complainant for FIR 123
REL_COMP_124,PERSON_COMP_124,FIR_124,COMPLAINANT_OF,Complainant for FIR 124
REL_COMP_125,PERSON_COMP_125,FIR_125,COMPLAINANT_OF,Complainant for FIR 125
REL_COMP_126,PERSON_COMP_126,FIR_126,COMPLAINANT_OF,Complainant for FIR 126
REL_COMP_127,PERSON_COMP_127,FIR_127,COMPLAINANT_OF,Complainant for FIR 127
REL_COMP_128,PERSON_COMP_128,FIR_128,COMPLAINANT_OF,Complainant for FIR 128
REL_COMP_129,PERSON_COMP_129,FIR_129,COMPLAINANT_OF,Complainant for FIR 129
REL_COMP_130,PERSON_COMP_130,FIR_130,COMPLAINANT_OF,Complainant for FIR 130
REL_COMP_131,PERSON_COMP_131,FIR_131,COMPLAINANT_OF,Complainant for FIR 131
REL_COMP_132,PERSON_COMP_132,FIR_132,COMPLAINANT_OF,Complainant for FIR 132
REL_COMP_133,PERSON_COMP_133,FIR_133,COMPLAINANT_OF,Complainant for FIR 133
REL_COMP_134,PERSON_COMP_134,FIR_134,COMPLAINANT_OF,Complainant for FIR 134
REL_COMP_135,PERSON_COMP_135,FIR_135,COMPLAINANT_OF,Complainant for FIR 135
REL_COMP_136,PERSON_COMP_136,FIR_136,COMPLAINANT_OF,Complainant for FIR 136
REL_COMP_137,PERSON_COMP_137,FIR_137,COMPLAINANT_OF,Complainant for FIR 137
REL_COMP_138,PERSON_COMP_138,FIR_138,COMPLAINANT_OF,Complainant for FIR 138
REL_COMP_139,PERSON_COMP_139,FIR_139,COMPLAINANT_OF,Complainant for FIR 139
REL_COMP_140,PERSON_COMP_140,FIR_140,COMPLAINANT_OF,Complainant for FIR 140
REL_COMP_141,PERSON_COMP_141,FIR_141,COMPLAINANT_OF,Complainant for FIR 141
REL_COMP_142,PERSON_COMP_142,FIR_142,COMPLAINANT_OF,Complainant for FIR 142
REL_COMP_143,PERSON_COMP_143,FIR_143,COMPLAINANT_OF,Complainant for FIR 143
REL_COMP_144,PERSON_COMP_144,FIR_144,COMPLAINANT_OF,Complainant for FIR 144
REL_COMP_145,PERSON_COMP_145,FIR_145,COMPLAINANT_OF,Complainant for FIR 145
REL_COMP_146,PERSON_COMP_146,FIR_146,COMPLAINANT_OF,Complainant for FIR 146
REL_COMP_147,PERSON_COMP_147,FIR_147,COMPLAINANT_OF,Complainant for FIR 147
REL_COMP_148,PERSON_COMP_148,FIR_148,COMPLAINANT_OF,Complainant for FIR 148
REL_COMP_149,PERSON_COMP_149,FIR_149,COMPLAINANT_OF,Complainant for FIR 149
REL_COMP_150,PERSON_COMP_150,FIR_150,COMPLAINANT_OF,Complainant for FIR 150
REL_COMP_151,PERSON_COMP_151,FIR_151,COMPLAINANT_OF,Complainant for FIR 151
REL_COMP_152,PERSON_COMP_152,FIR_152,COMPLAINANT_OF,Complainant for FIR 152
REL_COMP_153,PERSON_COMP_153,FIR_153,COMPLAINANT_OF,Complainant for FIR 153
