id,fir_no,case_no,crime_type_id,crime_type_en,crime_type_kn,police_station_id,district_id,date,status_en,description,lat,lng
FIR_508,100050117202500007,202500007,CRIME_12,Domestic Violence,Domestic Violence,PS_117,DIST_1,2025-07-12,Under Investigation,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Railway Station Road.,13.008577,77.538805
FIR_509,100050127202500003,202500003,CRIME_48,Rape,Rape,PS_127,DIST_1,2025-08-17,Pending Trial,The victim reported being sexually assaulted by the accused known to her near Old Town.,13.043545,77.579372
FIR_510,100280178202500003,202500003,CRIME_13,Sexual Harassment,Sexual Harassment,PS_178,DIST_1,2025-08-18,Under Investigation,The complainant reported that his neighbour made unwelcome advances and passed lewd remarks towards her near Main Bazaar.,14.815264,74.732317
FIR_511,800050116202500001,202500001,CRIME_4,Assault,Assault,PS_116,DIST_1,2025-11-25,Pending Trial,"The complainant stated that a known acquaintance assaulted them near Temple Street following an argument over a business partnership, causing hurt.",12.985087,77.607936
FIR_512,100050115202500007,202500007,CRIME_28,Identity Theft,Identity Theft,PS_115,DIST_1,2025-12-11,Charge Sheeted,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 236,000.",13.006706,77.507861
FIR_513,200180157202400001,202400001,CRIME_38,Unlawful Assembly,Unlawful Assembly,PS_157,DIST_1,2024-03-22,Charge Sheeted,"A group gathered near Main Bazaar in violation of prohibitory orders, leading to a law and order situation.",12.369526,75.706233
FIR_514,200270177202500001,202500001,CRIME_55,Chain Snatching,Chain Snatching,PS_177,DIST_1,2025-11-24,Charge Sheeted,"The complainant, a woman walking near MG Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Station Road.",13.355973,74.807533
FIR_515,400050123202500001,202500001,CRIME_42,Drunken Driving,Drunken Driving,PS_123,DIST_1,2025-03-07,Pending Trial,The accused was found driving under the influence of alcohol near Station Road and was apprehended by a police patrol.,13.040127,77.553395
FIR_516,200140150202400001,202400001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_150,DIST_1,2024-09-25,Closed (False Case),The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,15.441702,75.581101
FIR_517,100100137202500002,202500002,CRIME_10,Vehicle Theft,Vehicle Theft,PS_137,DIST_1,2025-12-16,Closed (Undetected),The complainant reported that their motorcycle parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,14.260885,76.358481
FIR_518,300260176202500001,202500001,CRIME_13,Sexual Harassment,Sexual Harassment,PS_176,DIST_1,2025-12-28,Under Investigation,The complainant reported that a known acquaintance made unwelcome advances and passed lewd remarks towards her near Old Town.,13.333514,77.092914
FIR_519,100140150202500005,202500005,CRIME_25,Forgery,Forgery,PS_150,DIST_1,2025-04-13,Pending Trial,The complainant reported that the accused forged signatures on documents related to past enmity to gain wrongful benefit.,15.43027,75.600931
FIR_520,100050128202400004,202400004,CRIME_29,Cyber Stalking,Cyber Stalking,PS_128,DIST_1,2024-07-06,Charge Sheeted,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,13.04697,77.571925
FIR_521,100040112202400002,202400002,CRIME_37,Rioting,Rioting,PS_112,DIST_1,2024-03-09,Under Investigation,"A group of persons allegedly assembled unlawfully near College Road and engaged in rioting, causing damage to property.",13.260202,77.621969
FIR_522,100100137202500003,202500003,CRIME_2,Attempt to Murder,Attempt to Murder,PS_137,DIST_1,2025-03-18,Under Investigation,The accused attacked Nagaraj with a sharp weapon near Station Road following a quarrel over past enmity. The victim was rushed to hospital with grievous injuries.,14.207677,76.456481
FIR_523,100050115202400010,202400010,CRIME_34,Drug Peddling,Drug Peddling,PS_115,DIST_1,2024-08-24,Charge Sheeted,The accused was apprehended near Church Street while allegedly peddling narcotic substances to local youth.,13.035159,77.502956
FIR_524,100050123202600002,202600002,CRIME_6,Theft,Theft,PS_123,DIST_1,2026-03-03,Under Investigation,"The complainant reported that unknown persons broke into their house at Industrial Layout and stole gold jewellery worth Rs 134,000 and cash. The incident occurred while the family was away.",13.002603,77.64987
FIR_525,100220172202500003,202500003,CRIME_10,Vehicle Theft,Vehicle Theft,PS_172,DIST_1,2025-12-14,Pending Trial,The complainant reported that their car parked near Main Bazaar was stolen overnight. The vehicle was not recovered at the time of registration.,12.311133,76.649987
FIR_526,100010103202500003,202500003,CRIME_34,Drug Peddling,Drug Peddling,PS_103,DIST_1,2025-09-27,Under Investigation,The accused was apprehended near Church Street while allegedly peddling narcotic substances to local youth.,16.221599,75.75962
FIR_527,100220165202500010,202500010,CRIME_8,Dacoity,Dacoity,PS_165,DIST_1,2025-05-16,Under Investigation,"A group of armed persons robbed the complainant's shop at MG Road, decamping with cash and goods worth Rs 370,000.",12.338177,76.649547
FIR_528,300050115202400001,202400001,CRIME_26,Bank Fraud,Bank Fraud,PS_115,DIST_1,2024-06-12,Under Investigation,"The complainant's bank account was debited for Rs 173,000 through fraudulent means allegedly involving the accused.",12.928833,77.647779
FIR_529,100030110202500002,202500002,CRIME_14,Stalking,Stalking,PS_110,DIST_1,2025-08-09,Under Investigation,The complainant stated that the accused has been following and contacting her repeatedly near Railway Station Road despite objection.,15.893779,74.501934
FIR_530,100050115202400011,202400011,CRIME_17,Child Trafficking,Child Trafficking,PS_115,DIST_1,2024-01-07,Charge Sheeted,Information was received regarding a minor being transported from Bus Stand Road allegedly for trafficking purposes; the child was rescued.,13.061791,77.550109
FIR_531,100240174202500003,202500003,CRIME_6,Theft,Theft,PS_174,DIST_1,2025-07-03,Charge Sheeted,"The complainant's laptop was stolen from outside their residence at Railway Station Road, valued at approximately Rs 442,000.",12.689829,77.32959
FIR_532,100140149202400002,202400002,CRIME_15,Acid Attack,Acid Attack,PS_149,DIST_1,2024-06-16,Under Investigation,"The victim was attacked with a corrosive substance by the accused near Market area, sustaining burn injuries.",15.431713,75.571873
FIR_533,100220165202400005,202400005,CRIME_38,Unlawful Assembly,Unlawful Assembly,PS_165,DIST_1,2024-08-24,Closed (Undetected),"A group gathered near Industrial Layout in violation of prohibitory orders, leading to a law and order situation.",12.323371,76.682828
FIR_534,300080133202600001,202600001,CRIME_32,Ganja Possession,Ganja Possession,PS_133,DIST_1,2026-05-22,Under Investigation,Police intercepted the accused near Bus Stand Road and recovered 2.6 kg of ganja from their possession.,13.434211,77.783216
FIR_535,100050128202500001,202500001,CRIME_55,Chain Snatching,Chain Snatching,PS_128,DIST_1,2025-03-22,Pending Trial,"The complainant, a woman walking near Temple Street, reported that two men on a motorcycle snatched her gold chain and sped away towards Church Street.",13.035309,77.580198
FIR_536,100050118202600002,202600002,CRIME_8,Dacoity,Dacoity,PS_118,DIST_1,2026-06-12,Under Investigation,"A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 436,000.",12.994342,77.575363
FIR_537,200050128202600001,202600001,CRIME_41,Hit and Run,Hit and Run,PS_128,DIST_1,2026-01-05,Charge Sheeted,The victim was hit by an unidentified vehicle near New Extension and sustained injuries; the driver fled the scene.,12.972514,77.588917
FIR_538,100130148202400001,202400001,CRIME_54,Mischief,Mischief,PS_148,DIST_1,2024-01-30,Under Investigation,The complainant reported an incident related to other ipc crimes occurring near Market area. Investigation is underway to ascertain further facts.,15.422718,75.001808
FIR_539,100140149202500003,202500003,CRIME_32,Ganja Possession,Ganja Possession,PS_149,DIST_1,2025-05-07,Under Investigation,Police intercepted the accused near Old Town and recovered 10.9 kg of ganja from their possession.,15.386841,75.651379
FIR_540,300050115202400002,202400002,CRIME_4,Assault,Assault,PS_115,DIST_1,2024-03-30,Under Investigation,"The complainant stated that her in-laws assaulted them near Market area following an argument over a property dispute, causing hurt.",13.042029,77.511099
FIR_541,100060129202500001,202500001,CRIME_40,Rash Driving,Rash Driving,PS_129,DIST_1,2025-06-21,Under Investigation,"The complainant reported that the accused was driving a vehicle rashly near Market area, endangering pedestrians.",17.895615,77.467532
FIR_542,300050124202400001,202400001,CRIME_32,Ganja Possession,Ganja Possession,PS_124,DIST_1,2024-04-15,Pending Trial,Police intercepted the accused near Ring Road and recovered 0.8 kg of ganja from their possession.,13.082695,77.547965
FIR_543,100130148202400002,202400002,CRIME_31,Phishing,Phishing,PS_148,DIST_1,2024-02-01,Charge Sheeted,"The complainant clicked a fraudulent link received via SMS and lost Rs 294,000 from their bank account.",15.476516,75.003036
FIR_544,200090135202400001,202400001,CRIME_19,Missing Child,Missing Child,PS_135,DIST_1,2024-08-01,Pending Trial,The complainant reported that their minor child has been missing since leaving for Church Street and has not returned home.,13.300255,75.818694
FIR_545,100240174202400005,202400005,CRIME_13,Sexual Harassment,Sexual Harassment,PS_174,DIST_1,2024-12-08,Closed (Undetected),The complainant reported that his neighbour made unwelcome advances and passed lewd remarks towards her near Industrial Layout.,12.722955,77.267913
FIR_546,300120146202400001,202400001,CRIME_6,Theft,Theft,PS_146,DIST_1,2024-08-07,Under Investigation,"The complainant reported that unknown persons broke into their house at Industrial Layout and stole gold jewellery worth Rs 363,000 and cash. The incident occurred while the family was away.",14.480259,75.873
FIR_547,500100138202500001,202500001,CRIME_2,Attempt to Murder,Attempt to Murder,PS_138,DIST_1,2025-08-29,Charge Sheeted,The accused attacked Manoj with a sharp weapon near Main Bazaar following a quarrel over a business partnership. The victim was rushed to hospital with grievous injuries.,14.28949,76.440547
FIR_548,100050117202600004,202600004,CRIME_44,Illegal Tree Felling,Illegal Tree Felling,PS_117,DIST_1,2026-07-04,Under Investigation,The complainant reported an incident related to environmental offences occurring near MG Road. Investigation is underway to ascertain further facts.,13.003344,77.681205
FIR_549,100310181202600005,202600005,CRIME_31,Phishing,Phishing,PS_181,DIST_1,2026-04-04,Referred to Another PS,"The complainant clicked a fraudulent link received via SMS and lost Rs 100,000 from their bank account.",16.783803,77.116045
FIR_550,100050116202500009,202500009,CRIME_12,Domestic Violence,Domestic Violence,PS_116,DIST_1,2025-01-18,Under Investigation,The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in Station Road.,13.029328,77.523241
FIR_551,100220172202600001,202600001,CRIME_17,Child Trafficking,Child Trafficking,PS_172,DIST_1,2026-01-13,Pending Trial,Information was received regarding a minor being transported from Industrial Layout allegedly for trafficking purposes; the child was rescued.,12.312827,76.671728
FIR_552,100060130202400001,202400001,CRIME_32,Ganja Possession,Ganja Possession,PS_130,DIST_1,2024-01-05,Charge Sheeted,Police intercepted the accused near Bus Stand Road and recovered 7.9 kg of ganja from their possession.,17.926331,77.477509
FIR_553,500080133202500001,202500001,CRIME_16,Child Abuse,Child Abuse,PS_133,DIST_1,2025-08-15,Under Investigation,The complainant reported that the minor victim was subjected to abuse by her in-laws at Old Town.,13.376565,77.721356
FIR_554,100010103202600002,202600002,CRIME_15,Acid Attack,Acid Attack,PS_103,DIST_1,2026-01-24,Under Investigation,"The victim was attacked with a corrosive substance by the accused near Market area, sustaining burn injuries.",16.21008,75.728548
FIR_555,300050116202600001,202600001,CRIME_14,Stalking,Stalking,PS_116,DIST_1,2026-07-16,Convicted,The complainant stated that the accused has been following and contacting her repeatedly near APMC Yard despite objection.,13.079238,77.595137
FIR_556,100050117202500008,202500008,CRIME_6,Theft,Theft,PS_117,DIST_1,2025-07-15,Convicted,"The complainant reported that unknown persons broke into their house at Old Town and stole gold jewellery worth Rs 164,000 and cash. The incident occurred while the family was away.",12.906046,77.678128
FIR_557,400140149202500002,202500002,CRIME_5,Grievous Hurt,Grievous Hurt,PS_149,DIST_1,2025-04-30,Pending Trial,The victim sustained grievous injuries after being attacked with a sharp weapon by a known acquaintance near Temple Street over land boundary issues.,15.484427,75.627095
FIR_558,400120145202500001,202500001,CRIME_10,Vehicle Theft,Vehicle Theft,PS_145,DIST_1,2025-09-21,Under Investigation,The complainant reported that their scooter parked near Main Bazaar was stolen overnight. The vehicle was not recovered at the time of registration.,14.504302,75.869756
FIR_559,100110141202500001,202500001,CRIME_40,Rash Driving,Rash Driving,PS_141,DIST_1,2025-07-11,Under Investigation,"The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians.",12.911838,74.876132
FIR_560,100260176202400006,202400006,CRIME_26,Bank Fraud,Bank Fraud,PS_176,DIST_1,2024-08-22,Under Investigation,"The complainant's bank account was debited for Rs 285,000 through fraudulent means allegedly involving the accused.",13.322343,77.101944
FIR_561,400050115202600003,202600003,CRIME_19,Missing Child,Missing Child,PS_115,DIST_1,2026-04-07,Under Investigation,The complainant reported that their minor child has been missing since leaving for Bus Stand Road and has not returned home.,13.01959,77.555294
FIR_562,100050116202500010,202500010,CRIME_6,Theft,Theft,PS_116,DIST_1,2025-09-06,Pending Trial,"The complainant reported that unknown persons broke into their house at Bus Stand Road and stole gold jewellery worth Rs 324,000 and cash. The incident occurred while the family was away.",13.026946,77.589084
FIR_563,100050116202400010,202400010,CRIME_10,Vehicle Theft,Vehicle Theft,PS_116,DIST_1,2024-06-03,Referred to Another PS,The complainant reported that their car parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,13.003079,77.618072
FIR_564,300050115202600001,202600001,CRIME_48,Rape,Rape,PS_115,DIST_1,2026-06-19,Pending Trial,The victim reported being sexually assaulted by the accused known to her near New Extension.,13.049198,77.690649
FIR_565,100130147202600001,202600001,CRIME_41,Hit and Run,Hit and Run,PS_147,DIST_1,2026-03-23,Under Investigation,The victim was hit by an unidentified vehicle near Gandhi Nagar and sustained injuries; the driver fled the scene.,15.443293,74.971962
FIR_566,100270177202500004,202500004,CRIME_3,Culpable Homicide,Culpable Homicide,PS_177,DIST_1,2025-01-14,Abated,"The complainant reported that Nagaraj died following an altercation with a known acquaintance near Gandhi Nagar, suspected to involve a property dispute.",13.302708,74.809973
FIR_567,200050116202500001,202500001,CRIME_16,Child Abuse,Child Abuse,PS_116,DIST_1,2025-06-08,Under Investigation,The complainant reported that the minor victim was subjected to abuse by an unidentified assailant at Railway Station Road.,12.951997,77.6768
FIR_568,100110142202600001,202600001,CRIME_3,Culpable Homicide,Culpable Homicide,PS_142,DIST_1,2026-05-04,Charge Sheeted,"The complainant reported that Manoj died following an altercation with a former business partner near Station Road, suspected to involve a property dispute.",12.875712,74.820548
FIR_569,100050117202500009,202500009,CRIME_40,Rash Driving,Rash Driving,PS_117,DIST_1,2025-03-19,Under Investigation,"The complainant reported that the accused was driving a vehicle rashly near Ring Road, endangering pedestrians.",12.934704,77.530451
FIR_570,300100137202500001,202500001,CRIME_13,Sexual Harassment,Sexual Harassment,PS_137,DIST_1,2025-03-13,Under Investigation,The complainant reported that her husband made unwelcome advances and passed lewd remarks towards her near Market area.,14.266993,76.356774
FIR_571,100050116202500011,202500011,CRIME_55,Chain Snatching,Chain Snatching,PS_116,DIST_1,2025-02-08,Under Investigation,"The complainant, a woman walking near Railway Station Road, reported that two men on a motorcycle snatched her gold chain and sped away towards MG Road.",13.03497,77.682701
FIR_572,500220165202600001,202600001,CRIME_31,Phishing,Phishing,PS_165,DIST_1,2026-06-20,Under Investigation,"The complainant clicked a fraudulent link received via SMS and lost Rs 215,000 from their bank account.",12.347444,76.629053
FIR_573,100050115202500008,202500008,CRIME_1,Murder,Murder,PS_115,DIST_1,2025-05-11,Closed (False Case),The victim Manoj was fatally attacked with a iron rod by the accused near Industrial Layout. The motive is suspected to be land boundary issues.,12.909299,77.644135
FIR_574,100030106202600002,202600002,CRIME_42,Drunken Driving,Drunken Driving,PS_106,DIST_1,2026-07-16,Compromised,The accused was found driving under the influence of alcohol near Market area and was apprehended by a police patrol.,15.86648,74.511312
FIR_575,100270177202400004,202400004,CRIME_8,Dacoity,Dacoity,PS_177,DIST_1,2024-09-20,Pending Trial,"A group of armed persons robbed the complainant's shop at College Road, decamping with cash and goods worth Rs 182,000.",13.385309,74.695153
FIR_576,100020105202400002,202400002,CRIME_2,Attempt to Murder,Attempt to Murder,PS_105,DIST_1,2024-04-27,Charge Sheeted,The accused attacked Nagaraj with a iron rod near Church Street following a quarrel over an extramarital affair suspicion. The victim was rushed to hospital with grievous injuries.,15.146883,76.897111
FIR_577,200010102202500001,202500001,CRIME_3,Culpable Homicide,Culpable Homicide,PS_102,DIST_1,2025-07-27,Under Investigation,"The complainant reported that Manoj died following an altercation with her husband near MG Road, suspected to involve a property dispute.",16.186401,75.691513
FIR_578,800050127202500001,202500001,CRIME_5,Grievous Hurt,Grievous Hurt,PS_127,DIST_1,2025-11-09,Pending Trial,The victim sustained grievous injuries after being attacked with a wooden stick by an unidentified assailant near Temple Street over a family dispute.,12.981206,77.616253
FIR_579,400050122202500001,202500001,CRIME_11,Dowry Death,Dowry Death,PS_122,DIST_1,2025-05-13,Charge Sheeted,The victim Kavya died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by an unidentified assailant.,13.033973,77.560553
FIR_580,400050116202400003,202400003,CRIME_2,Attempt to Murder,Attempt to Murder,PS_116,DIST_1,2024-09-24,Charge Sheeted,The accused attacked Nagaraj with a iron rod near Church Street following a quarrel over a financial transaction. The victim was rushed to hospital with grievous injuries.,13.042223,77.506588
FIR_581,100130147202400001,202400001,CRIME_36,Illegal Arms Manufacturing,Illegal Arms Manufacturing,PS_147,DIST_1,2024-03-04,Charge Sheeted,The complainant reported an incident related to arms act offences occurring near MG Road. Investigation is underway to ascertain further facts.,15.409726,75.04727
FIR_582,100170155202500004,202500004,CRIME_3,Culpable Homicide,Culpable Homicide,PS_155,DIST_1,2025-06-13,Under Investigation,"The complainant reported that Anitha died following an altercation with a former business partner near Temple Street, suspected to involve a property dispute.",17.371923,76.882917
FIR_583,100050115202400012,202400012,CRIME_31,Phishing,Phishing,PS_115,DIST_1,2024-05-30,Under Investigation,"The complainant clicked a fraudulent link received via SMS and lost Rs 226,000 from their bank account.",12.97848,77.614455
FIR_584,400270177202400001,202400001,CRIME_30,Data Theft,Data Theft,PS_177,DIST_1,2024-03-03,Pending Trial,The complainant's confidential business data was allegedly copied and misused by a former employee.,13.330618,74.796319
FIR_585,100130148202600002,202600002,CRIME_12,Domestic Violence,Domestic Violence,PS_148,DIST_1,2026-04-25,Acquitted,The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in Market area.,15.411979,75.01173
FIR_586,100050124202400001,202400001,CRIME_16,Child Abuse,Child Abuse,PS_124,DIST_1,2024-02-20,Under Investigation,The complainant reported that the minor victim was subjected to abuse by a known acquaintance at College Road.,12.981887,77.686883
FIR_587,100270177202500005,202500005,CRIME_25,Forgery,Forgery,PS_177,DIST_1,2025-05-22,Referred to Another PS,The complainant reported that the accused forged signatures on documents related to a business partnership to gain wrongful benefit.,13.284282,74.788199
FIR_588,500280178202500001,202500001,CRIME_9,Burglary,Burglary,PS_178,DIST_1,2025-08-17,Charge Sheeted,"Unknown persons broke into the complainant's premises at College Road at night and decamped with valuables worth Rs 249,000.",14.764023,74.687443
FIR_589,100050117202400009,202400009,CRIME_4,Assault,Assault,PS_117,DIST_1,2024-05-18,Pending Trial,"The complainant stated that his neighbour assaulted them near New Extension following an argument over unpaid loan, causing hurt.",12.916113,77.556125
FIR_590,100140150202400002,202400002,CRIME_17,Child Trafficking,Child Trafficking,PS_150,DIST_1,2024-07-18,Charge Sheeted,Information was received regarding a minor being transported from Main Bazaar allegedly for trafficking purposes; the child was rescued.,15.400054,75.667153
FIR_591,100220172202600002,202600002,CRIME_5,Grievous Hurt,Grievous Hurt,PS_172,DIST_1,2026-05-27,Closed (False Case),The victim sustained grievous injuries after being attacked with a sharp weapon by a known acquaintance near New Extension over land boundary issues.,12.334667,76.656108
FIR_592,300080133202600002,202600002,CRIME_12,Domestic Violence,Domestic Violence,PS_133,DIST_1,2026-01-05,Pending Trial,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Gandhi Nagar.,13.474329,77.734709
FIR_593,400030107202500001,202500001,CRIME_34,Drug Peddling,Drug Peddling,PS_107,DIST_1,2025-12-30,Compromised,The accused was apprehended near Railway Station Road while allegedly peddling narcotic substances to local youth.,15.810216,74.541883
FIR_594,100210163202500003,202500003,CRIME_1,Murder,Murder,PS_163,DIST_1,2025-12-05,Charge Sheeted,The victim Deepa was fatally attacked with a iron rod by the accused near Market area. The motive is suspected to be unpaid loan.,12.552176,76.850222
FIR_595,400140149202600001,202600001,CRIME_6,Theft,Theft,PS_149,DIST_1,2026-04-27,Under Investigation,"The complainant's mobile phone was stolen from outside their residence at College Road, valued at approximately Rs 179,000.",15.404895,75.68485
FIR_596,100050125202400001,202400001,CRIME_49,Gang Rape,Gang Rape,PS_125,DIST_1,2024-04-15,Charge Sheeted,The complainant reported an incident related to sexual offences occurring near Old Town. Investigation is underway to ascertain further facts.,13.059553,77.605528
FIR_597,100110142202400001,202400001,CRIME_9,Burglary,Burglary,PS_142,DIST_1,2024-11-23,Charge Sheeted,"Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 226,000.",12.898464,74.844307
FIR_598,100260176202600002,202600002,CRIME_23,Cheating,Cheating,PS_176,DIST_1,2026-06-05,Under Investigation,"The complainant paid an advance of Rs 435,000 to the accused for land boundary issues which was never delivered as promised.",13.282085,77.073025
FIR_599,100070132202400002,202400002,CRIME_2,Attempt to Murder,Attempt to Murder,PS_132,DIST_1,2024-01-15,Acquitted,The accused attacked Anitha with a sharp weapon near Station Road following a quarrel over unpaid loan. The victim was rushed to hospital with grievous injuries.,11.889829,76.961027
FIR_600,300050122202500001,202500001,CRIME_15,Acid Attack,Acid Attack,PS_122,DIST_1,2025-06-05,Under Investigation,"The victim was attacked with a corrosive substance by the accused near College Road, sustaining burn injuries.",13.046523,77.509958
FIR_601,300060130202500001,202500001,CRIME_8,Dacoity,Dacoity,PS_130,DIST_1,2025-11-09,Pending Trial,"A group of armed persons robbed the complainant's shop at New Extension, decamping with cash and goods worth Rs 18,000.",17.896498,77.558482
FIR_602,300090135202500001,202500001,CRIME_11,Dowry Death,Dowry Death,PS_135,DIST_1,2025-08-23,Under Investigation,The victim Deepa died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by a former business partner.,13.374528,75.749447
FIR_603,100050116202500012,202500012,CRIME_2,Attempt to Murder,Attempt to Murder,PS_116,DIST_1,2025-08-02,Convicted,The accused attacked Lakshmi with a sharp weapon near Temple Street following a quarrel over a property dispute. The victim was rushed to hospital with grievous injuries.,13.022746,77.594138
FIR_604,100220170202400003,202400003,CRIME_3,Culpable Homicide,Culpable Homicide,PS_170,DIST_1,2024-08-27,Pending Trial,"The complainant reported that Kavya died following an altercation with a known acquaintance near Church Street, suspected to involve a property dispute.",12.320693,76.646933
FIR_605,100220166202400003,202400003,CRIME_9,Burglary,Burglary,PS_166,DIST_1,2024-01-07,Under Investigation,"Unknown persons broke into the complainant's premises at Church Street at night and decamped with valuables worth Rs 406,000.",12.314996,76.688385
FIR_606,100280178202500004,202500004,CRIME_5,Grievous Hurt,Grievous Hurt,PS_178,DIST_1,2025-03-19,Closed (False Case),The victim sustained grievous injuries after being attacked with a knife by her in-laws near Ring Road over a business partnership.,14.832828,74.717977
FIR_607,100180158202600001,202600001,CRIME_14,Stalking,Stalking,PS_158,DIST_1,2026-05-16,Closed (Undetected),The complainant stated that the accused has been following and contacting her repeatedly near Temple Street despite objection.,12.477939,75.750218
FIR_608,100040112202600002,202600002,CRIME_42,Drunken Driving,Drunken Driving,PS_112,DIST_1,2026-02-14,Charge Sheeted,The accused was found driving under the influence of alcohol near Gandhi Nagar and was apprehended by a police patrol.,13.27073,77.622085
FIR_609,300050116202600002,202600002,CRIME_3,Culpable Homicide,Culpable Homicide,PS_116,DIST_1,2026-01-06,Convicted,"The complainant reported that Deepa died following an altercation with her in-laws near New Extension, suspected to involve unpaid loan.",12.961494,77.603756
FIR_610,100060130202500005,202500005,CRIME_14,Stalking,Stalking,PS_130,DIST_1,2025-07-14,Under Investigation,The complainant stated that the accused has been following and contacting her repeatedly near Main Bazaar despite objection.,17.95372,77.554276
FIR_611,100260176202400007,202400007,CRIME_8,Dacoity,Dacoity,PS_176,DIST_1,2024-04-11,Charge Sheeted,"A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 188,000.",13.322249,77.133453
FIR_612,100050124202500004,202500004,CRIME_32,Ganja Possession,Ganja Possession,PS_124,DIST_1,2025-07-20,Pending Trial,Police intercepted the accused near Market area and recovered 2.9 kg of ganja from their possession.,13.081489,77.682368
FIR_613,100050115202400013,202400013,CRIME_23,Cheating,Cheating,PS_115,DIST_1,2024-03-07,Pending Trial,"The complainant paid an advance of Rs 64,000 to the accused for an extramarital affair suspicion which was never delivered as promised.",13.049311,77.507175
FIR_614,100050116202400011,202400011,CRIME_53,Defamation,Defamation,PS_116,DIST_1,2024-11-27,Under Investigation,The complainant reported an incident related to other ipc crimes occurring near MG Road. Investigation is underway to ascertain further facts.,12.994432,77.659134
FIR_615,200280178202400001,202400001,CRIME_23,Cheating,Cheating,PS_178,DIST_1,2024-06-13,Under Investigation,"The complainant paid an advance of Rs 187,000 to the accused for a family dispute which was never delivered as promised.",14.759695,74.748113
FIR_616,400170156202400001,202400001,CRIME_28,Identity Theft,Identity Theft,PS_156,DIST_1,2024-07-06,Under Investigation,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 298,000.",17.343144,76.885431
FIR_617,100050115202500009,202500009,CRIME_10,Vehicle Theft,Vehicle Theft,PS_115,DIST_1,2025-10-08,Convicted,The complainant reported that their scooter parked near MG Road was stolen overnight. The vehicle was not recovered at the time of registration.,12.988579,77.699343
FIR_618,100140149202600001,202600001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_149,DIST_1,2026-01-13,Closed (Undetected),The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,15.426512,75.681419
FIR_619,100100138202400002,202400002,CRIME_13,Sexual Harassment,Sexual Harassment,PS_138,DIST_1,2024-05-30,Under Investigation,The complainant reported that her in-laws made unwelcome advances and passed lewd remarks towards her near APMC Yard.,14.246344,76.438269
FIR_620,100080133202400003,202400003,CRIME_2,Attempt to Murder,Attempt to Murder,PS_133,DIST_1,2024-09-13,Charge Sheeted,The accused attacked Nagaraj with a iron rod near Temple Street following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,13.387398,77.735286
FIR_621,100160153202600002,202600002,CRIME_40,Rash Driving,Rash Driving,PS_153,DIST_1,2026-02-27,Abated,"The complainant reported that the accused was driving a vehicle rashly near Temple Street, endangering pedestrians.",14.78694,75.402023
FIR_622,100050126202500003,202500003,CRIME_42,Drunken Driving,Drunken Driving,PS_126,DIST_1,2025-08-18,Under Investigation,The accused was found driving under the influence of alcohol near Temple Street and was apprehended by a police patrol.,12.982379,77.539942
FIR_623,100080133202400004,202400004,CRIME_8,Dacoity,Dacoity,PS_133,DIST_1,2024-03-03,Charge Sheeted,"A group of armed persons robbed the complainant's shop at Old Town, decamping with cash and goods worth Rs 346,000.",13.417545,77.764998
FIR_624,200050114202600001,202600001,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_114,DIST_1,2026-07-17,Pending Trial,"A police patrol near College Road intercepted a vehicle and recovered narcotic substances weighing 7.1 kg, suspected to be in transit for sale.",13.05703,77.536431
FIR_625,100050127202400002,202400002,CRIME_1,Murder,Murder,PS_127,DIST_1,2024-11-03,Charge Sheeted,The victim Kavya was fatally attacked with a knife by the accused near Railway Station Road. The motive is suspected to be a financial transaction.,13.077586,77.565831
FIR_626,300050125202600001,202600001,CRIME_1,Murder,Murder,PS_125,DIST_1,2026-02-15,Charge Sheeted,"The complainant reported that Deepa was found dead with injuries near Railway Station Road, allegedly assaulted by his neighbour following a dispute over past enmity.",12.998195,77.625285
FIR_627,100030109202500002,202500002,CRIME_7,Robbery,Robbery,PS_109,DIST_1,2025-07-09,Under Investigation,The complainant was robbed of cash and a mobile phone by unidentified persons near Temple Street at knife-point.,15.877029,74.585187
