ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,CrimeRegisteredDate,ArrestDelayDays,DistrictName,CrimeMajorHeadID,CrimeGroupName,GravityOffenceID,IsNightTime,AccusedMasterID,IsAccused
551,477,2,2024-07-25,2024-04-13,103,Vijayapura,1,Crimes Against Body,2,1,836,1
552,678,1,2025-06-01,2025-05-30,2,Mysuru,3,Crimes Against Women,2,1,1202,1
553,280,1,2024-09-02,2024-06-07,87,Kalaburagi (Gulbarga),3,Crimes Against Women,2,1,501,1
554,172,1,2026-04-29,2026-04-24,5,Uttara Kannada,4,Crimes Against Children,2,1,314,1
555,164,1,2025-02-04,2024-11-17,79,Chamarajanagara,2,Crimes Against Property,1,1,293,1
556,273,1,2026-09-08,2026-04-25,136,Yadgir,11,Traffic Related Offences,2,1,490,1
557,374,1,2024-04-22,2024-04-07,15,Bengaluru Urban,2,Crimes Against Property,3,1,670,1
558,852,1,2026-07-12,2026-05-02,71,Bengaluru Urban,1,Crimes Against Body,2,1,1488,1
559,515,1,2025-03-30,2025-03-07,23,Bengaluru Urban,11,Traffic Related Offences,2,1,898,1
560,184,2,2025-04-07,2025-04-05,2,Dakshina Kannada,3,Crimes Against Women,1,1,334,1
561,748,1,2025-10-18,2025-08-12,67,Bengaluru Urban,7,Cyber Crimes,1,1,1313,1
562,353,1,2025-08-02,2025-07-31,2,Ballari (Bellary),11,Traffic Related Offences,2,1,628,1
563,708,1,2024-07-24,2024-07-22,2,Bidar,3,Crimes Against Women,2,1,1255,1
564,396,1,2024-11-04,2024-10-28,7,Bengaluru Rural,10,Crimes Against Public Order,1,1,708,1
565,690,1,2025-07-14,2025-07-10,4,Mysuru,2,Crimes Against Property,1,1,1223,1
566,799,1,2025-04-26,2025-04-25,1,Uttara Kannada,2,Crimes Against Property,2,1,1398,1
567,528,1,2024-08-13,2024-06-12,62,Bengaluru Urban,6,Economic Offences,2,1,926,1
568,719,1,2026-08-21,2026-04-18,125,Chikkamagaluru,2,Crimes Against Property,1,1,1271,1
569,323,1,2025-05-07,2025-05-04,3,Dakshina Kannada,2,Crimes Against Property,3,1,576,1
570,102,1,2026-02-03,2026-01-29,5,Bidar,11,Traffic Related Offences,2,1,176,1
571,349,1,2024-12-29,2024-10-03,87,Bengaluru Urban,7,Cyber Crimes,1,1,621,1
572,664,2,2025-11-17,2025-08-10,99,Kodagu,13,Crimes Related to Documents/Property,2,1,1182,1
573,597,1,2024-12-04,2024-11-23,11,Dakshina Kannada,2,Crimes Against Property,2,1,1064,1
574,977,1,2026-03-23,2025-10-31,143,Bengaluru Urban,2,Crimes Against Property,1,1,841,1
575,641,1,2024-11-14,2024-09-02,73,Mandya,7,Cyber Crimes,2,1,1137,1
576,131,1,2026-01-10,2025-12-31,10,Mysuru,3,Crimes Against Women,2,1,241,1
577,264,1,2025-04-01,2025-01-18,73,Kalaburagi (Gulbarga),2,Crimes Against Property,3,1,475,1
578,598,1,2026-06-26,2026-06-05,21,Tumakuru,6,Economic Offences,2,1,1065,1
579,397,1,2024-10-21,2024-10-10,11,Mysuru,10,Crimes Against Public Order,2,1,710,1
580,337,1,2025-11-06,2025-11-01,5,Bengaluru Urban,1,Crimes Against Body,2,1,601,1
581,552,1,2024-01-26,2024-01-05,21,Bidar,8,Drug/Narcotic Offences,2,1,976,1
582,355,2,2025-06-05,2025-03-01,96,Tumakuru,1,Crimes Against Body,2,1,632,0
583,936,1,2025-12-15,2025-12-11,4,Mysuru,2,Crimes Against Property,3,1,982,1
584,510,1,2025-08-24,2025-08-18,6,Uttara Kannada,3,Crimes Against Women,1,1,885,1
585,330,1,2025-05-16,2025-05-08,8,Mysuru,4,Crimes Against Children,2,1,590,1
586,500,1,2025-08-15,2025-03-11,157,Yadgir,4,Crimes Against Children,3,1,870,1
587,445,1,2025-12-27,2025-12-17,10,Bengaluru Urban,6,Economic Offences,2,1,787,1
588,625,1,2024-11-22,2024-11-03,19,Bengaluru Urban,1,Crimes Against Body,1,1,1114,1
589,243,1,2024-12-25,2024-12-06,19,Bagalkote,2,Crimes Against Property,1,1,441,1
590,886,1,2025-12-19,2025-11-27,22,Bengaluru Urban,2,Crimes Against Property,1,1,1475,1
591,915,2,2024-07-09,2024-07-06,3,Chikkamagaluru,11,Traffic Related Offences,1,1,962,1
592,882,1,2024-09-24,2024-09-13,11,Bengaluru Urban,14,Sexual Offences,3,1,222,1
593,15,1,2025-10-31,2025-10-26,5,Bengaluru Urban,2,Crimes Against Property,1,1,22,1
594,857,1,2024-08-24,2024-08-17,7,Bengaluru Urban,3,Crimes Against Women,1,1,1348,1
595,531,1,2025-07-09,2025-07-03,6,Ramanagara,2,Crimes Against Property,1,1,931,1
596,3,1,2024-06-19,2024-06-15,4,Shivamogga,2,Crimes Against Property,2,1,4,1
597,800,1,2026-03-03,2026-02-26,5,Bengaluru Urban,1,Crimes Against Body,1,1,1400,1
598,463,1,2024-03-28,2024-02-27,30,Udupi,7,Cyber Crimes,3,1,817,0
599,827,1,2024-10-24,2024-10-01,23,Ballari (Bellary),2,Crimes Against Property,2,1,1451,1
600,521,1,2024-03-13,2024-03-09,4,Bengaluru Rural,10,Crimes Against Public Order,3,1,911,1
