CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,UnitName,DistrictName,CaseCategoryID,GravityOffenceID,GravityLabel,CrimeMajorHeadID,CrimeGroupName,CrimeMinorHeadID,CrimeSubHeadName,CaseStatusID,CaseStatusName,CourtID,latitude,longitude,IncidentDurationHours,ReportingDelayHours,IncidentMonth,IncidentDayOfWeek,IncidentHour,IsNightTime,HasChargesheet,IsResolved
500,100310181202500001,202500001,2025-03-11,181,Yadgir Town PS,Yadgir,1,3,Unknown,4,Crimes Against Children,18,Child Labour,1,Under Investigation,,16.774406,77.156058,24.0,120.0,3,1,0,1,0,0
501,100050117202400008,202400008,2024-02-16,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,12.925416,77.538859,0.0,24.0,2,6,0,1,0,0
502,100070131202600003,202600003,2026-06-23,131,Chamarajanagara Town PS,Chamarajanagara,1,2,Unknown,2,Crimes Against Property,6,Theft,4,Acquitted,8,11.974724,76.906344,24.0,24.0,6,6,0,1,1,1
503,100060130202500004,202500004,2025-01-10,130,Bidar Rural PS,Bidar,1,2,Unknown,7,Cyber Crimes,31,Phishing,7,Pending Trial,1,17.951695,77.48956,0.0,48.0,1,2,0,1,1,1
504,100110143202400002,202400002,2024-05-07,143,Mangalore West PS,Dakshina Kannada,1,2,Unknown,6,Economic Offences,26,Bank Fraud,2,Charge Sheeted,12,12.919988,74.809972,24.0,0.0,5,1,0,1,0,0
505,100050115202400009,202400009,2024-02-10,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,3,Crimes Against Women,14,Stalking,8,Referred to Another PS,,12.941337,77.525029,48.0,72.0,2,2,0,1,0,0
506,100050128202600001,202600001,2026-06-02,128,Basavanagudi PS,Bengaluru Urban,1,1,Unknown,5,Crimes Against SCs/STs,21,Atrocity - Social Boycott,5,Closed (Undetected),,12.945314,77.544068,48.0,72.0,5,5,0,1,0,1
507,400100137202600001,202600001,2026-07-17,137,Chitradurga Town PS,Chitradurga,4,2,Unknown,15,Other IPC Crimes,53,Defamation,3,Convicted,11,14.224818,76.442353,24.0,24.0,7,3,0,1,1,1
508,100050117202500007,202500007,2025-07-12,117,Koramangala PS,Bengaluru Urban,1,1,Unknown,3,Crimes Against Women,12,Domestic Violence,1,Under Investigation,,13.008577,77.538805,0.0,24.0,7,3,0,1,0,0
509,100050127202500003,202500003,2025-08-17,127,Peenya PS,Bengaluru Urban,1,3,Unknown,14,Sexual Offences,48,Rape,7,Pending Trial,33,13.043545,77.579372,48.0,120.0,8,1,0,1,1,1
510,100280178202500003,202500003,2025-08-18,178,Uttara Kannada Town PS,Uttara Kannada,1,1,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,14.815264,74.732317,24.0,24.0,8,2,0,1,0,0
511,800050116202500001,202500001,2025-11-25,116,Electronic City PS,Bengaluru Urban,8,2,Unknown,1,Crimes Against Body,4,Assault,7,Pending Trial,1,12.985087,77.607936,48.0,72.0,11,5,0,1,1,1
512,100050115202500007,202500007,2025-12-11,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,7,Cyber Crimes,28,Identity Theft,2,Charge Sheeted,1,13.006706,77.507861,0.0,96.0,12,3,0,1,1,0
513,200180157202400001,202400001,2024-03-22,157,Kodagu Town PS,Kodagu,2,2,Unknown,10,Crimes Against Public Order,38,Unlawful Assembly,2,Charge Sheeted,19,12.369526,75.706233,24.0,24.0,3,3,0,1,1,0
514,200270177202500001,202500001,2025-11-24,177,Udupi Town PS,Udupi,2,3,Unknown,2,Crimes Against Property,55,Chain Snatching,2,Charge Sheeted,28,13.355973,74.807533,0.0,0.0,11,0,0,1,0,0
515,400050123202500001,202500001,2025-03-07,123,KR Puram PS,Bengaluru Urban,4,2,Unknown,11,Traffic Related Offences,42,Drunken Driving,7,Pending Trial,1,13.040127,77.553395,24.0,48.0,3,0,0,1,0,1
516,200140150202400001,202400001,2024-09-25,150,Gadag Rural PS,Gadag,2,3,Unknown,7,Cyber Crimes,29,Cyber Stalking,6,Closed (False Case),,15.441702,75.581101,0.0,72.0,9,5,0,1,0,1
517,100100137202500002,202500002,2025-12-16,137,Chitradurga Town PS,Chitradurga,1,3,Unknown,2,Crimes Against Property,10,Vehicle Theft,5,Closed (Undetected),,14.260885,76.358481,24.0,0.0,12,1,0,1,0,1
518,300260176202500001,202500001,2025-12-28,176,Tumakuru Town PS,Tumakuru,3,2,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,13.333514,77.092914,24.0,48.0,12,0,0,1,0,0
519,100140150202500005,202500005,2025-04-13,150,Gadag Rural PS,Gadag,1,1,Unknown,6,Economic Offences,25,Forgery,7,Pending Trial,15,15.43027,75.600931,48.0,72.0,4,3,0,1,1,1
520,100050128202400004,202400004,2024-07-06,128,Basavanagudi PS,Bengaluru Urban,1,2,Unknown,7,Cyber Crimes,29,Cyber Stalking,2,Charge Sheeted,1,13.04697,77.571925,48.0,48.0,7,1,0,1,1,0
521,100040112202400002,202400002,2024-03-09,112,Bengaluru Rural Town PS,Bengaluru Rural,1,3,Unknown,10,Crimes Against Public Order,37,Rioting,1,Under Investigation,,13.260202,77.621969,24.0,48.0,3,3,0,1,0,0
522,100100137202500003,202500003,2025-03-18,137,Chitradurga Town PS,Chitradurga,1,1,Unknown,1,Crimes Against Body,2,Attempt to Murder,1,Under Investigation,,14.207677,76.456481,48.0,48.0,3,5,0,1,0,0
523,100050115202400010,202400010,2024-08-24,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,2,Charge Sheeted,35,13.035159,77.502956,48.0,72.0,8,2,0,1,1,0
524,100050123202600002,202600002,2026-03-03,123,KR Puram PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,6,Theft,1,Under Investigation,,13.002603,77.64987,48.0,48.0,2,4,0,1,0,0
525,100220172202500003,202500003,2025-12-14,172,Bannimantap PS,Mysuru,1,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,7,Pending Trial,37,12.311133,76.649987,24.0,168.0,12,6,0,1,1,1
526,100010103202500003,202500003,2025-09-27,103,Bagalkote Rural PS,Bagalkote,1,2,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,1,Under Investigation,,16.221599,75.75962,0.0,0.0,9,5,0,1,0,0
527,100220165202500010,202500010,2025-05-16,165,Devaraja PS,Mysuru,1,3,Unknown,2,Crimes Against Property,8,Dacoity,1,Under Investigation,,12.338177,76.649547,48.0,120.0,5,4,0,1,0,0
528,300050115202400001,202400001,2024-06-12,115,Whitefield PS,Bengaluru Urban,3,2,Unknown,6,Economic Offences,26,Bank Fraud,1,Under Investigation,,12.928833,77.647779,48.0,120.0,6,4,0,1,0,0
529,100030110202500002,202500002,2025-08-09,110,Gandhinagar PS,Belagavi (Belgaum),1,2,Unknown,3,Crimes Against Women,14,Stalking,1,Under Investigation,,15.893779,74.501934,24.0,48.0,8,3,0,1,0,0
530,100050115202400011,202400011,2024-01-07,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,4,Crimes Against Children,17,Child Trafficking,2,Charge Sheeted,35,13.061791,77.550109,0.0,120.0,12,6,0,1,1,0
531,100240174202500003,202500003,2025-07-03,174,Ramanagara Town PS,Ramanagara,1,1,Unknown,2,Crimes Against Property,6,Theft,2,Charge Sheeted,1,12.689829,77.32959,24.0,72.0,6,0,0,1,1,0
532,100140149202400002,202400002,2024-06-16,149,Gadag Town PS,Gadag,1,3,Unknown,3,Crimes Against Women,15,Acid Attack,1,Under Investigation,,15.431713,75.571873,0.0,24.0,6,5,0,1,0,0
533,100220165202400005,202400005,2024-08-24,165,Devaraja PS,Mysuru,1,2,Unknown,10,Crimes Against Public Order,38,Unlawful Assembly,5,Closed (Undetected),,12.323371,76.682828,0.0,24.0,8,4,0,1,0,1
534,300080133202600001,202600001,2026-05-22,133,Chikkaballapura Town PS,Chikkaballapura,3,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,1,Under Investigation,,13.434211,77.783216,48.0,48.0,5,2,0,1,0,0
535,100050128202500001,202500001,2025-03-22,128,Basavanagudi PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,55,Chain Snatching,7,Pending Trial,36,13.035309,77.580198,48.0,144.0,3,6,0,1,0,1
536,100050118202600002,202600002,2026-06-12,118,Jayanagar PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,8,Dacoity,1,Under Investigation,,12.994342,77.575363,48.0,96.0,6,4,0,1,0,0
537,200050128202600001,202600001,2026-01-05,128,Basavanagudi PS,Bengaluru Urban,2,2,Unknown,11,Traffic Related Offences,41,Hit and Run,2,Charge Sheeted,6,12.972514,77.588917,0.0,0.0,1,6,0,1,1,0
538,100130148202400001,202400001,2024-01-30,148,Dharwad Rural PS,Dharwad,1,2,Unknown,15,Other IPC Crimes,54,Mischief,1,Under Investigation,,15.422718,75.001808,0.0,0.0,1,0,0,1,0,0
539,100140149202500003,202500003,2025-05-07,149,Gadag Town PS,Gadag,1,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,1,Under Investigation,,15.386841,75.651379,0.0,0.0,5,1,0,1,0,0
540,300050115202400002,202400002,2024-03-30,115,Whitefield PS,Bengaluru Urban,3,3,Unknown,1,Crimes Against Body,4,Assault,1,Under Investigation,,13.042029,77.511099,0.0,24.0,3,4,0,1,0,0
541,100060129202500001,202500001,2025-06-21,129,Bidar Town PS,Bidar,1,2,Unknown,11,Traffic Related Offences,40,Rash Driving,1,Under Investigation,,17.895615,77.467532,0.0,72.0,6,2,0,1,0,0
542,300050124202400001,202400001,2024-04-15,124,Banashankari PS,Bengaluru Urban,3,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,7,Pending Trial,35,13.082695,77.547965,0.0,72.0,4,4,0,1,1,1
543,100130148202400002,202400002,2024-02-01,148,Dharwad Rural PS,Dharwad,1,2,Unknown,7,Cyber Crimes,31,Phishing,2,Charge Sheeted,14,15.476516,75.003036,24.0,24.0,1,0,0,1,0,0
544,200090135202400001,202400001,2024-08-01,135,Chikkamagaluru Town PS,Chikkamagaluru,2,2,Unknown,4,Crimes Against Children,19,Missing Child,7,Pending Trial,1,13.300255,75.818694,24.0,0.0,8,3,0,1,1,1
545,100240174202400005,202400005,2024-12-08,174,Ramanagara Town PS,Ramanagara,1,2,Unknown,3,Crimes Against Women,13,Sexual Harassment,5,Closed (Undetected),,12.722955,77.267913,24.0,48.0,12,4,0,1,0,1
546,300120146202400001,202400001,2024-08-07,146,Davanagere Rural PS,Davanagere,3,3,Unknown,2,Crimes Against Property,6,Theft,1,Under Investigation,,14.480259,75.873,48.0,48.0,8,4,0,1,0,0
547,500100138202500001,202500001,2025-08-29,138,Chitradurga Rural PS,Chitradurga,5,2,Unknown,1,Crimes Against Body,2,Attempt to Murder,2,Charge Sheeted,11,14.28949,76.440547,0.0,24.0,8,2,0,1,1,0
548,100050117202600004,202600004,2026-07-04,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,12,Environmental Offences,44,Illegal Tree Felling,1,Under Investigation,,13.003344,77.681205,48.0,0.0,7,5,0,1,0,0
549,100310181202600005,202600005,2026-04-04,181,Yadgir Town PS,Yadgir,1,1,Unknown,7,Cyber Crimes,31,Phishing,8,Referred to Another PS,,16.783803,77.116045,48.0,72.0,4,2,0,1,0,0
550,100050116202500009,202500009,2025-01-18,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,1,Under Investigation,,13.029328,77.523241,24.0,0.0,1,5,0,1,0,0
551,100220172202600001,202600001,2026-01-13,172,Bannimantap PS,Mysuru,1,1,Unknown,4,Crimes Against Children,17,Child Trafficking,7,Pending Trial,23,12.312827,76.671728,24.0,48.0,1,6,0,1,1,1
552,100060130202400001,202400001,2024-01-05,130,Bidar Rural PS,Bidar,1,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,2,Charge Sheeted,7,17.926331,77.477509,48.0,72.0,1,1,0,1,1,0
553,500080133202500001,202500001,2025-08-15,133,Chikkaballapura Town PS,Chikkaballapura,5,2,Unknown,4,Crimes Against Children,16,Child Abuse,1,Under Investigation,,13.376565,77.721356,48.0,72.0,8,6,0,1,0,0
554,100010103202600002,202600002,2026-01-24,103,Bagalkote Rural PS,Bagalkote,1,2,Unknown,3,Crimes Against Women,15,Acid Attack,1,Under Investigation,,16.21008,75.728548,24.0,72.0,1,6,0,1,0,0
555,300050116202600001,202600001,2026-07-16,116,Electronic City PS,Bengaluru Urban,3,1,Unknown,3,Crimes Against Women,14,Stalking,3,Convicted,33,13.079238,77.595137,48.0,96.0,7,5,0,1,0,1
556,100050117202500008,202500008,2025-07-15,117,Koramangala PS,Bengaluru Urban,1,3,Unknown,2,Crimes Against Property,6,Theft,3,Convicted,36,12.906046,77.678128,48.0,48.0,7,5,0,1,0,1
557,400140149202500002,202500002,2025-04-30,149,Gadag Town PS,Gadag,4,1,Unknown,1,Crimes Against Body,5,Grievous Hurt,7,Pending Trial,15,15.484427,75.627095,48.0,48.0,4,3,0,1,1,1
558,400120145202500001,202500001,2025-09-21,145,Davanagere Town PS,Davanagere,4,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,1,Under Investigation,,14.504302,75.869756,48.0,72.0,9,0,0,1,0,0
559,100110141202500001,202500001,2025-07-11,141,Mangalore South PS,Dakshina Kannada,1,2,Unknown,11,Traffic Related Offences,40,Rash Driving,1,Under Investigation,,12.911838,74.876132,48.0,24.0,7,3,0,1,0,0
560,100260176202400006,202400006,2024-08-22,176,Tumakuru Town PS,Tumakuru,1,1,Unknown,6,Economic Offences,26,Bank Fraud,1,Under Investigation,,13.322343,77.101944,48.0,144.0,8,3,0,1,0,0
561,400050115202600003,202600003,2026-04-07,115,Whitefield PS,Bengaluru Urban,4,2,Unknown,4,Crimes Against Children,19,Missing Child,1,Under Investigation,,13.01959,77.555294,24.0,48.0,4,4,0,1,0,0
562,100050116202500010,202500010,2025-09-06,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,6,Theft,7,Pending Trial,1,13.026946,77.589084,24.0,24.0,9,3,0,1,1,1
563,100050116202400010,202400010,2024-06-03,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,8,Referred to Another PS,,13.003079,77.618072,48.0,48.0,5,4,0,1,0,0
564,300050115202600001,202600001,2026-06-19,115,Whitefield PS,Bengaluru Urban,3,1,Unknown,14,Sexual Offences,48,Rape,7,Pending Trial,1,13.049198,77.690649,24.0,24.0,6,6,0,1,1,1
565,100130147202600001,202600001,2026-03-23,147,Dharwad Town PS,Dharwad,1,1,Unknown,11,Traffic Related Offences,41,Hit and Run,1,Under Investigation,,15.443293,74.971962,48.0,0.0,3,0,0,1,0,0
566,100270177202500004,202500004,2025-01-14,177,Udupi Town PS,Udupi,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,10,Abated,,13.302708,74.809973,0.0,72.0,1,4,0,1,0,0
567,200050116202500001,202500001,2025-06-08,116,Electronic City PS,Bengaluru Urban,2,2,Unknown,4,Crimes Against Children,16,Child Abuse,1,Under Investigation,,12.951997,77.6768,48.0,96.0,6,0,0,1,0,0
568,100110142202600001,202600001,2026-05-04,142,Mangalore East PS,Dakshina Kannada,1,1,Unknown,1,Crimes Against Body,3,Culpable Homicide,2,Charge Sheeted,12,12.875712,74.820548,0.0,72.0,5,4,0,1,0,0
569,100050117202500009,202500009,2025-03-19,117,Koramangala PS,Bengaluru Urban,1,2,Unknown,11,Traffic Related Offences,40,Rash Driving,1,Under Investigation,,12.934704,77.530451,24.0,72.0,3,6,0,1,0,0
570,300100137202500001,202500001,2025-03-13,137,Chitradurga Town PS,Chitradurga,3,3,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,14.266993,76.356774,24.0,48.0,3,1,0,1,0,0
571,100050116202500011,202500011,2025-02-08,116,Electronic City PS,Bengaluru Urban,1,1,Unknown,2,Crimes Against Property,55,Chain Snatching,1,Under Investigation,,13.03497,77.682701,24.0,24.0,2,3,0,1,0,0
572,500220165202600001,202600001,2026-06-20,165,Devaraja PS,Mysuru,5,1,Unknown,7,Cyber Crimes,31,Phishing,1,Under Investigation,,12.347444,76.629053,24.0,48.0,6,6,0,1,0,0
573,100050115202500008,202500008,2025-05-11,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,1,Crimes Against Body,1,Murder,6,Closed (False Case),,12.909299,77.644135,24.0,72.0,5,6,0,1,0,1
574,100030106202600002,202600002,2026-07-16,106,Camp PS,Belagavi (Belgaum),1,2,Unknown,11,Traffic Related Offences,42,Drunken Driving,9,Compromised,,15.86648,74.511312,48.0,120.0,7,3,0,1,0,0
575,100270177202400004,202400004,2024-09-20,177,Udupi Town PS,Udupi,1,3,Unknown,2,Crimes Against Property,8,Dacoity,7,Pending Trial,28,13.385309,74.695153,48.0,24.0,9,3,0,1,1,1
576,100020105202400002,202400002,2024-04-27,105,Ballari (Bellary) Rural PS,Ballari (Bellary),1,2,Unknown,1,Crimes Against Body,2,Attempt to Murder,2,Charge Sheeted,3,15.146883,76.897111,24.0,24.0,4,6,0,1,1,0
577,200010102202500001,202500001,2025-07-27,102,Bagalkote Town PS,Bagalkote,2,3,Unknown,1,Crimes Against Body,3,Culpable Homicide,1,Under Investigation,,16.186401,75.691513,24.0,96.0,7,2,0,1,0,0
578,800050127202500001,202500001,2025-11-09,127,Peenya PS,Bengaluru Urban,8,2,Unknown,1,Crimes Against Body,5,Grievous Hurt,7,Pending Trial,35,12.981206,77.616253,48.0,72.0,11,2,0,1,0,1
579,400050122202500001,202500001,2025-05-13,122,Yelahanka PS,Bengaluru Urban,4,2,Unknown,3,Crimes Against Women,11,Dowry Death,2,Charge Sheeted,40,13.033973,77.560553,0.0,0.0,5,5,0,1,1,0
580,400050116202400003,202400003,2024-09-24,116,Electronic City PS,Bengaluru Urban,4,3,Unknown,1,Crimes Against Body,2,Attempt to Murder,2,Charge Sheeted,6,13.042223,77.506588,0.0,72.0,9,2,0,1,0,0
581,100130147202400001,202400001,2024-03-04,147,Dharwad Town PS,Dharwad,1,2,Unknown,9,Arms Act Offences,36,Illegal Arms Manufacturing,2,Charge Sheeted,1,15.409726,75.04727,48.0,96.0,2,2,0,1,1,0
582,100170155202500004,202500004,2025-06-13,155,Kalaburagi (Gulbarga) Town PS,Kalaburagi (Gulbarga),1,3,Unknown,1,Crimes Against Body,3,Culpable Homicide,1,Under Investigation,,17.371923,76.882917,48.0,72.0,6,1,0,1,0,0
583,100050115202400012,202400012,2024-05-30,115,Whitefield PS,Bengaluru Urban,1,1,Unknown,7,Cyber Crimes,31,Phishing,1,Under Investigation,,12.97848,77.614455,24.0,96.0,5,3,0,1,0,0
584,400270177202400001,202400001,2024-03-03,177,Udupi Town PS,Udupi,4,2,Unknown,7,Cyber Crimes,30,Data Theft,7,Pending Trial,1,13.330618,74.796319,48.0,48.0,3,4,0,1,1,1
585,100130148202600002,202600002,2026-04-25,148,Dharwad Rural PS,Dharwad,1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,4,Acquitted,1,15.411979,75.01173,24.0,24.0,4,2,0,1,0,1
586,100050124202400001,202400001,2024-02-20,124,Banashankari PS,Bengaluru Urban,1,2,Unknown,4,Crimes Against Children,16,Child Abuse,1,Under Investigation,,12.981887,77.686883,0.0,0.0,2,1,0,1,0,0
587,100270177202500005,202500005,2025-05-22,177,Udupi Town PS,Udupi,1,1,Unknown,6,Economic Offences,25,Forgery,8,Referred to Another PS,,13.284282,74.788199,24.0,120.0,5,3,0,1,0,0
588,500280178202500001,202500001,2025-08-17,178,Uttara Kannada Town PS,Uttara Kannada,5,2,Unknown,2,Crimes Against Property,9,Burglary,2,Charge Sheeted,1,14.764023,74.687443,24.0,0.0,8,6,0,1,0,0
589,100050117202400009,202400009,2024-05-18,117,Koramangala PS,Bengaluru Urban,1,3,Unknown,1,Crimes Against Body,4,Assault,7,Pending Trial,33,12.916113,77.556125,24.0,24.0,5,3,0,1,1,1
590,100140150202400002,202400002,2024-07-18,150,Gadag Rural PS,Gadag,1,2,Unknown,4,Crimes Against Children,17,Child Trafficking,2,Charge Sheeted,15,15.400054,75.667153,24.0,24.0,7,2,0,1,1,0
591,100220172202600002,202600002,2026-05-27,172,Bannimantap PS,Mysuru,1,2,Unknown,1,Crimes Against Body,5,Grievous Hurt,6,Closed (False Case),,12.334667,76.656108,0.0,96.0,5,3,0,1,0,1
592,300080133202600002,202600002,2026-01-05,133,Chikkaballapura Town PS,Chikkaballapura,3,2,Unknown,3,Crimes Against Women,12,Domestic Violence,7,Pending Trial,9,13.474329,77.734709,48.0,48.0,1,3,0,1,1,1
593,400030107202500001,202500001,2025-12-30,107,Market PS,Belagavi (Belgaum),4,2,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,9,Compromised,,15.810216,74.541883,0.0,96.0,12,4,0,1,0,0
594,100210163202500003,202500003,2025-12-05,163,Mandya Town PS,Mandya,1,3,Unknown,1,Crimes Against Body,1,Murder,2,Charge Sheeted,22,12.552176,76.850222,0.0,24.0,11,5,0,1,0,0
595,400140149202600001,202600001,2026-04-27,149,Gadag Town PS,Gadag,4,2,Unknown,2,Crimes Against Property,6,Theft,1,Under Investigation,,15.404895,75.68485,24.0,24.0,4,0,0,1,0,0
596,100050125202400001,202400001,2024-04-15,125,Rajajinagar PS,Bengaluru Urban,1,2,Unknown,14,Sexual Offences,49,Gang Rape,2,Charge Sheeted,33,13.059553,77.605528,48.0,24.0,4,6,0,1,0,0
597,100110142202400001,202400001,2024-11-23,142,Mangalore East PS,Dakshina Kannada,1,2,Unknown,2,Crimes Against Property,9,Burglary,2,Charge Sheeted,1,12.898464,74.844307,48.0,48.0,11,1,0,1,0,0
598,100260176202600002,202600002,2026-06-05,176,Tumakuru Town PS,Tumakuru,1,2,Unknown,6,Economic Offences,23,Cheating,1,Under Investigation,,13.282085,77.073025,24.0,24.0,6,1,0,1,0,0
599,100070132202400002,202400002,2024-01-15,132,Chamarajanagara Rural PS,Chamarajanagara,1,3,Unknown,1,Crimes Against Body,2,Attempt to Murder,4,Acquitted,8,11.889829,76.961027,24.0,24.0,1,6,0,1,0,1
600,300050122202500001,202500001,2025-06-05,122,Yelahanka PS,Bengaluru Urban,3,2,Unknown,3,Crimes Against Women,15,Acid Attack,1,Under Investigation,,13.046523,77.509958,24.0,24.0,6,0,0,1,0,0
601,300060130202500001,202500001,2025-11-09,130,Bidar Rural PS,Bidar,3,2,Unknown,2,Crimes Against Property,8,Dacoity,7,Pending Trial,1,17.896498,77.558482,24.0,24.0,11,5,0,1,1,1
602,300090135202500001,202500001,2025-08-23,135,Chikkamagaluru Town PS,Chikkamagaluru,3,2,Unknown,3,Crimes Against Women,11,Dowry Death,1,Under Investigation,,13.374528,75.749447,0.0,48.0,8,0,0,1,0,0
603,100050116202500012,202500012,2025-08-02,116,Electronic City PS,Bengaluru Urban,1,1,Unknown,1,Crimes Against Body,2,Attempt to Murder,3,Convicted,33,13.022746,77.594138,24.0,120.0,7,0,0,1,1,1
604,100220170202400003,202400003,2024-08-27,170,Vidyaranyapuram PS,Mysuru,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,7,Pending Trial,37,12.320693,76.646933,24.0,24.0,8,0,0,1,0,1
605,100220166202400003,202400003,2024-01-07,166,Jayalakshmipuram PS,Mysuru,1,2,Unknown,2,Crimes Against Property,9,Burglary,1,Under Investigation,,12.314996,76.688385,24.0,96.0,12,6,0,1,0,0
606,100280178202500004,202500004,2025-03-19,178,Uttara Kannada Town PS,Uttara Kannada,1,2,Unknown,1,Crimes Against Body,5,Grievous Hurt,6,Closed (False Case),,14.832828,74.717977,24.0,48.0,3,0,0,1,0,1
607,100180158202600001,202600001,2026-05-16,158,Kodagu Rural PS,Kodagu,1,2,Unknown,3,Crimes Against Women,14,Stalking,5,Closed (Undetected),,12.477939,75.750218,0.0,24.0,5,1,0,1,0,1
608,100040112202600002,202600002,2026-02-14,112,Bengaluru Rural Town PS,Bengaluru Rural,1,2,Unknown,11,Traffic Related Offences,42,Drunken Driving,2,Charge Sheeted,1,13.27073,77.622085,48.0,168.0,2,5,0,1,1,0
609,300050116202600002,202600002,2026-01-06,116,Electronic City PS,Bengaluru Urban,3,3,Unknown,1,Crimes Against Body,3,Culpable Homicide,3,Convicted,36,12.961494,77.603756,0.0,0.0,1,1,0,1,1,1
610,100060130202500005,202500005,2025-07-14,130,Bidar Rural PS,Bidar,1,2,Unknown,3,Crimes Against Women,14,Stalking,1,Under Investigation,,17.95372,77.554276,48.0,72.0,7,0,0,1,0,0
611,100260176202400007,202400007,2024-04-11,176,Tumakuru Town PS,Tumakuru,1,2,Unknown,2,Crimes Against Property,8,Dacoity,2,Charge Sheeted,1,13.322249,77.133453,24.0,48.0,4,1,0,1,1,0
612,100050124202500004,202500004,2025-07-20,124,Banashankari PS,Bengaluru Urban,1,1,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,7,Pending Trial,6,13.081489,77.682368,48.0,120.0,7,1,0,1,1,1
613,100050115202400013,202400013,2024-03-07,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,6,Economic Offences,23,Cheating,7,Pending Trial,40,13.049311,77.507175,48.0,96.0,3,4,0,1,0,1
614,100050116202400011,202400011,2024-11-27,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,15,Other IPC Crimes,53,Defamation,1,Under Investigation,,12.994432,77.659134,48.0,48.0,11,0,0,1,0,0
615,200280178202400001,202400001,2024-06-13,178,Uttara Kannada Town PS,Uttara Kannada,2,2,Unknown,6,Economic Offences,23,Cheating,1,Under Investigation,,14.759695,74.748113,48.0,48.0,6,1,0,1,0,0
616,400170156202400001,202400001,2024-07-06,156,Kalaburagi (Gulbarga) Rural PS,Kalaburagi (Gulbarga),4,2,Unknown,7,Cyber Crimes,28,Identity Theft,1,Under Investigation,,17.343144,76.885431,48.0,24.0,7,4,0,1,0,0
617,100050115202500009,202500009,2025-10-08,115,Whitefield PS,Bengaluru Urban,1,1,Unknown,2,Crimes Against Property,10,Vehicle Theft,3,Convicted,36,12.988579,77.699343,24.0,24.0,10,0,0,1,1,1
618,100140149202600001,202600001,2026-01-13,149,Gadag Town PS,Gadag,1,2,Unknown,7,Cyber Crimes,29,Cyber Stalking,5,Closed (Undetected),,15.426512,75.681419,0.0,0.0,1,1,0,1,0,1
619,100100138202400002,202400002,2024-05-30,138,Chitradurga Rural PS,Chitradurga,1,2,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,14.246344,76.438269,48.0,24.0,5,2,0,1,0,0
620,100080133202400003,202400003,2024-09-13,133,Chikkaballapura Town PS,Chikkaballapura,1,2,Unknown,1,Crimes Against Body,2,Attempt to Murder,2,Charge Sheeted,9,13.387398,77.735286,48.0,72.0,9,6,0,1,1,0
621,100160153202600002,202600002,2026-02-27,153,Haveri Town PS,Haveri,1,2,Unknown,11,Traffic Related Offences,40,Rash Driving,10,Abated,,14.78694,75.402023,0.0,72.0,2,4,0,1,0,0
622,100050126202500003,202500003,2025-08-18,126,Hebbal PS,Bengaluru Urban,1,1,Unknown,11,Traffic Related Offences,42,Drunken Driving,1,Under Investigation,,12.982379,77.539942,24.0,48.0,8,2,0,1,0,0
623,100080133202400004,202400004,2024-03-03,133,Chikkaballapura Town PS,Chikkaballapura,1,2,Unknown,2,Crimes Against Property,8,Dacoity,2,Charge Sheeted,9,13.417545,77.764998,24.0,24.0,3,4,0,1,0,0
